INSERT INTO locationTypeSales VALUES('FDA15', 'OUT049', 'Tier 1', 3735.138);
INSERT INTO locationTypeSales VALUES('NCR18', 'OUT049', 'Tier 1', 852.224);
INSERT INTO locationTypeSales VALUES('DRD01', 'OUT035', 'Tier 2', 828.921);
INSERT INTO locationTypeSales VALUES('FDS15', 'OUT045', 'Tier 2', 323.5788);
INSERT INTO locationTypeSales VALUES('FDT19', 'OUT013', 'Tier 3', 2942.836);
INSERT INTO locationTypeSales VALUES('FDE59', 'OUT013', 'Tier 3', 359.532);
INSERT INTO locationTypeSales VALUES('FDE04', 'OUT010', 'Tier 3', 719.064);
INSERT INTO locationTypeSales VALUES('NCV17', 'OUT035', 'Tier 2', 2360.9268);
INSERT INTO locationTypeSales VALUES('FDC17', 'OUT013', 'Tier 3', 2735.1064);
INSERT INTO locationTypeSales VALUES('FDI45', 'OUT035', 'Tier 2', 3677.2134);
INSERT INTO locationTypeSales VALUES('FDZ33', 'OUT027', 'Tier 3', 3842.9976);
INSERT INTO locationTypeSales VALUES('FDJ56', 'OUT019', 'Tier 1', 199.74);
INSERT INTO locationTypeSales VALUES('FDN25', 'OUT013', 'Tier 3', 171.7764);
INSERT INTO locationTypeSales VALUES('FDC10', 'OUT019', 'Tier 1', 120.5098);
INSERT INTO locationTypeSales VALUES('FDQ22', 'OUT049', 'Tier 1', 628.5152);
INSERT INTO locationTypeSales VALUES('NCR54', 'OUT035', 'Tier 2', 2946.165);
INSERT INTO locationTypeSales VALUES('DRK11', 'OUT035', 'Tier 2', 1789.6704);
INSERT INTO locationTypeSales VALUES('DRI37', 'OUT017', 'Tier 2', 468.7232);
INSERT INTO locationTypeSales VALUES('FDX37', 'OUT049', 'Tier 1', 1597.92);
INSERT INTO locationTypeSales VALUES('FDF05', 'OUT046', 'Tier 1', 3681.874);
INSERT INTO locationTypeSales VALUES('FDW36', 'OUT019', 'Tier 1', 317.5866);
INSERT INTO locationTypeSales VALUES('FDI04', 'OUT035', 'Tier 2', 1977.426);
INSERT INTO locationTypeSales VALUES('FDB04', 'OUT045', 'Tier 2', 1230.3984);
INSERT INTO locationTypeSales VALUES('FDU38', 'OUT035', 'Tier 2', 4410.2592);
INSERT INTO locationTypeSales VALUES('FDY28', 'OUT013', 'Tier 3', 1496.0526);
INSERT INTO locationTypeSales VALUES('FDP20', 'OUT046', 'Tier 1', 1012.016);
INSERT INTO locationTypeSales VALUES('FDC29', 'OUT017', 'Tier 2', 2862.94);
INSERT INTO locationTypeSales VALUES('FDR45', 'OUT049', 'Tier 1', 6692.6216);
INSERT INTO locationTypeSales VALUES('NCC42', 'OUT046', 'Tier 1', 1404.838);
INSERT INTO locationTypeSales VALUES('NCF42', 'OUT017', 'Tier 2', 2812.3392);
INSERT INTO locationTypeSales VALUES('FDZ45', 'OUT010', 'Tier 3', 992.042);
INSERT INTO locationTypeSales VALUES('FDB23', 'OUT017', 'Tier 2', 5191.2426);
INSERT INTO locationTypeSales VALUES('FDC41', 'OUT049', 'Tier 1', 1148.505);
INSERT INTO locationTypeSales VALUES('FDA10', 'OUT019', 'Tier 1', 245.0144);
INSERT INTO locationTypeSales VALUES('NCM26', 'OUT017', 'Tier 2', 2909.546);
INSERT INTO locationTypeSales VALUES('FDZ58', 'OUT019', 'Tier 1', 122.5072);
INSERT INTO locationTypeSales VALUES('FDW35', 'OUT035', 'Tier 2', 1468.089);
INSERT INTO locationTypeSales VALUES('FDX32', 'OUT035', 'Tier 2', 1733.7432);
INSERT INTO locationTypeSales VALUES('FDK40', 'OUT018', 'Tier 3', 5785.802);
INSERT INTO locationTypeSales VALUES('FDD04', 'OUT017', 'Tier 2', 1985.4156);
INSERT INTO locationTypeSales VALUES('FDP28', 'OUT046', 'Tier 1', 4175.8976);
INSERT INTO locationTypeSales VALUES('NCL42', 'OUT013', 'Tier 3', 6615.3888);
INSERT INTO locationTypeSales VALUES('DRB13', 'OUT035', 'Tier 2', 569.259);
INSERT INTO locationTypeSales VALUES('FDC33', 'OUT018', 'Tier 3', 2759.0752);
INSERT INTO locationTypeSales VALUES('FDO58', 'OUT035', 'Tier 2', 2631.2416);
INSERT INTO locationTypeSales VALUES('FDE34', 'OUT010', 'Tier 3', 363.5268);
INSERT INTO locationTypeSales VALUES('NCE19', 'OUT046', 'Tier 1', 1037.3164);
INSERT INTO locationTypeSales VALUES('NCJ18', 'OUT010', 'Tier 3', 355.5372);
INSERT INTO locationTypeSales VALUES('FDF52', 'OUT049', 'Tier 1', 3283.7256);
INSERT INTO locationTypeSales VALUES('FDY04', 'OUT035', 'Tier 2', 1468.089);
INSERT INTO locationTypeSales VALUES('DRF49', 'OUT049', 'Tier 1', 1138.518);
INSERT INTO locationTypeSales VALUES('FDX27', 'OUT010', 'Tier 3', 189.0872);
INSERT INTO locationTypeSales VALUES('FDV28', 'OUT013', 'Tier 3', 339.558);
INSERT INTO locationTypeSales VALUES('FDE33', 'OUT019', 'Tier 1', 314.2576);
INSERT INTO locationTypeSales VALUES('FDQ37', 'OUT013', 'Tier 3', 6006.1818);
INSERT INTO locationTypeSales VALUES('NCG30', 'OUT046', 'Tier 1', 2988.1104);
INSERT INTO locationTypeSales VALUES('NCH29', 'OUT017', 'Tier 2', 1761.7068);
INSERT INTO locationTypeSales VALUES('FDV20', 'OUT017', 'Tier 2', 3560.6984);
INSERT INTO locationTypeSales VALUES('FDG57', 'OUT018', 'Tier 3', 874.8612);
INSERT INTO locationTypeSales VALUES('FDU60', 'OUT035', 'Tier 2', 2874.9244);
INSERT INTO locationTypeSales VALUES('NCH30', 'OUT010', 'Tier 3', 113.186);
INSERT INTO locationTypeSales VALUES('NCM29', 'OUT010', 'Tier 3', 262.3252);
INSERT INTO locationTypeSales VALUES('FDB12', 'OUT018', 'Tier 3', 2181.1608);
INSERT INTO locationTypeSales VALUES('FDD53', 'OUT049', 'Tier 1', 503.3448);
INSERT INTO locationTypeSales VALUES('FDI44', 'OUT049', 'Tier 1', 1853.5872);
INSERT INTO locationTypeSales VALUES('FDW56', 'OUT027', 'Tier 3', 7504.2318);
INSERT INTO locationTypeSales VALUES('FDA01', 'OUT018', 'Tier 3', 644.4944);
INSERT INTO locationTypeSales VALUES('FDG47', 'OUT013', 'Tier 3', 2885.5772);
INSERT INTO locationTypeSales VALUES('FDT40', 'OUT035', 'Tier 2', 1017.3424);
INSERT INTO locationTypeSales VALUES('FDU20', 'OUT035', 'Tier 2', 2530.7058);
INSERT INTO locationTypeSales VALUES('NCP41', 'OUT018', 'Tier 3', 1617.894);
INSERT INTO locationTypeSales VALUES('FDW36', 'OUT027', 'Tier 3', 2328.9684);
INSERT INTO locationTypeSales VALUES('FDN31', 'OUT049', 'Tier 1', 1328.271);
INSERT INTO locationTypeSales VALUES('NCU54', 'OUT010', 'Tier 3', 209.727);
INSERT INTO locationTypeSales VALUES('FDS01', 'OUT046', 'Tier 1', 1244.3802);
INSERT INTO locationTypeSales VALUES('FDA23', 'OUT017', 'Tier 2', 1518.024);
INSERT INTO locationTypeSales VALUES('FDY08', 'OUT045', 'Tier 2', 1685.8056);
INSERT INTO locationTypeSales VALUES('FDJ28', 'OUT046', 'Tier 1', 3078.6592);
INSERT INTO locationTypeSales VALUES('DRF36', 'OUT046', 'Tier 1', 2866.269);
INSERT INTO locationTypeSales VALUES('FDH44', 'OUT010', 'Tier 3', 294.2836);
INSERT INTO locationTypeSales VALUES('NCY54', 'OUT049', 'Tier 1', 2069.3064);
INSERT INTO locationTypeSales VALUES('FDR59', 'OUT010', 'Tier 3', 1046.6376);
INSERT INTO locationTypeSales VALUES('DRA59', 'OUT046', 'Tier 1', 4442.2176);
INSERT INTO locationTypeSales VALUES('FDS55', 'OUT017', 'Tier 2', 1930.1542);
INSERT INTO locationTypeSales VALUES('FDZ28', 'OUT045', 'Tier 2', 1780.3492);
INSERT INTO locationTypeSales VALUES('DRG49', 'OUT045', 'Tier 2', 7086.1094);
INSERT INTO locationTypeSales VALUES('FDH21', 'OUT019', 'Tier 1', 316.9208);
INSERT INTO locationTypeSales VALUES('NCN19', 'OUT013', 'Tier 3', 3415.554);
INSERT INTO locationTypeSales VALUES('FDP25', 'OUT045', 'Tier 2', 5241.1776);
INSERT INTO locationTypeSales VALUES('DRH59', 'OUT046', 'Tier 1', 1025.332);
INSERT INTO locationTypeSales VALUES('FDH09', 'OUT035', 'Tier 2', 473.3838);
INSERT INTO locationTypeSales VALUES('NCK54', 'OUT049', 'Tier 1', 2912.875);
INSERT INTO locationTypeSales VALUES('FDT21', 'OUT045', 'Tier 2', 5976.2208);
INSERT INTO locationTypeSales VALUES('FDR12', 'OUT019', 'Tier 1', 687.1056);
INSERT INTO locationTypeSales VALUES('FDS25', 'OUT017', 'Tier 2', 2984.1156);
INSERT INTO locationTypeSales VALUES('NCL05', 'OUT027', 'Tier 3', 1255.033);
INSERT INTO locationTypeSales VALUES('NCI30', 'OUT017', 'Tier 2', 3695.19);
INSERT INTO locationTypeSales VALUES('FDJ26', 'OUT045', 'Tier 2', 1068.609);
INSERT INTO locationTypeSales VALUES('FDA56', 'OUT049', 'Tier 1', 1583.9382);
INSERT INTO locationTypeSales VALUES('FDM33', 'OUT018', 'Tier 3', 661.1394);
INSERT INTO locationTypeSales VALUES('FDP04', 'OUT049', 'Tier 1', 958.752);
INSERT INTO locationTypeSales VALUES('FDR55', 'OUT045', 'Tier 2', 2836.308);
INSERT INTO locationTypeSales VALUES('NCZ54', 'OUT027', 'Tier 3', 5523.4768);
INSERT INTO locationTypeSales VALUES('NCA53', 'OUT049', 'Tier 1', 972.068);
INSERT INTO locationTypeSales VALUES('FDL20', 'OUT046', 'Tier 1', 3002.0922);
INSERT INTO locationTypeSales VALUES('FDT26', 'OUT035', 'Tier 2', 1198.44);
INSERT INTO locationTypeSales VALUES('NCZ06', 'OUT046', 'Tier 1', 4566.0564);
INSERT INTO locationTypeSales VALUES('FDA04', 'OUT017', 'Tier 2', 4402.9354);
INSERT INTO locationTypeSales VALUES('FDD29', 'OUT027', 'Tier 3', 4819.7262);
INSERT INTO locationTypeSales VALUES('FDS56', 'OUT046', 'Tier 1', 6033.4796);
INSERT INTO locationTypeSales VALUES('FDT07', 'OUT013', 'Tier 3', 1537.998);
INSERT INTO locationTypeSales VALUES('FDT58', 'OUT018', 'Tier 3', 2181.1608);
INSERT INTO locationTypeSales VALUES('FDJ10', 'OUT027', 'Tier 3', 4916.933);
INSERT INTO locationTypeSales VALUES('FDN25', 'OUT035', 'Tier 2', 801.6232);
INSERT INTO locationTypeSales VALUES('DRC27', 'OUT045', 'Tier 2', 1474.0812);
INSERT INTO locationTypeSales VALUES('FDA38', 'OUT049', 'Tier 1', 3605.307);
INSERT INTO locationTypeSales VALUES('FDM56', 'OUT013', 'Tier 3', 873.5296);
INSERT INTO locationTypeSales VALUES('NCI43', 'OUT013', 'Tier 3', 575.2512);
INSERT INTO locationTypeSales VALUES('FDP36', 'OUT017', 'Tier 2', 860.2136);
INSERT INTO locationTypeSales VALUES('DRK49', 'OUT019', 'Tier 1', 40.6138);
INSERT INTO locationTypeSales VALUES('FDW32', 'OUT019', 'Tier 1', 515.3292);
INSERT INTO locationTypeSales VALUES('NCW18', 'OUT049', 'Tier 1', 2133.2232);
INSERT INTO locationTypeSales VALUES('FDQ44', 'OUT018', 'Tier 3', 2181.1608);
INSERT INTO locationTypeSales VALUES('FDL45', 'OUT045', 'Tier 2', 2253.0672);
INSERT INTO locationTypeSales VALUES('DRB48', 'OUT035', 'Tier 2', 746.3618);
INSERT INTO locationTypeSales VALUES('FDQ34', 'OUT018', 'Tier 3', 1482.0708);
INSERT INTO locationTypeSales VALUES('FDH17', 'OUT017', 'Tier 2', 1272.3438);
INSERT INTO locationTypeSales VALUES('FDN08', 'OUT010', 'Tier 3', 117.8466);
INSERT INTO locationTypeSales VALUES('FDK57', 'OUT027', 'Tier 3', 4434.228);
INSERT INTO locationTypeSales VALUES('FDK10', 'OUT013', 'Tier 3', 719.064);
INSERT INTO locationTypeSales VALUES('FDL39', 'OUT027', 'Tier 3', 1263.0226);
INSERT INTO locationTypeSales VALUES('FDP25', 'OUT035', 'Tier 2', 6114.7072);
INSERT INTO locationTypeSales VALUES('FDC05', 'OUT035', 'Tier 2', 2167.8448);
INSERT INTO locationTypeSales VALUES('FDA39', 'OUT013', 'Tier 3', 942.7728);
INSERT INTO locationTypeSales VALUES('FDZ10', 'OUT013', 'Tier 3', 1897.53);
INSERT INTO locationTypeSales VALUES('FDK08', 'OUT027', 'Tier 3', 2631.2416);
INSERT INTO locationTypeSales VALUES('DRD24', 'OUT013', 'Tier 3', 2978.1234);
INSERT INTO locationTypeSales VALUES('DRG48', 'OUT018', 'Tier 3', 2332.9632);
INSERT INTO locationTypeSales VALUES('FDH52', 'OUT019', 'Tier 1', 123.8388);
INSERT INTO locationTypeSales VALUES('FDS25', 'OUT045', 'Tier 2', 1989.4104);
INSERT INTO locationTypeSales VALUES('NCH43', 'OUT035', 'Tier 2', 2372.9112);
INSERT INTO locationTypeSales VALUES('DRK01', 'OUT017', 'Tier 2', 1607.2412);
INSERT INTO locationTypeSales VALUES('FDD59', 'OUT017', 'Tier 2', 958.752);
INSERT INTO locationTypeSales VALUES('FDB27', 'OUT010', 'Tier 3', 197.0768);
INSERT INTO locationTypeSales VALUES('FDO22', 'OUT013', 'Tier 3', 1198.44);
INSERT INTO locationTypeSales VALUES('FDD35', 'OUT045', 'Tier 2', 2277.036);
INSERT INTO locationTypeSales VALUES('FDR01', 'OUT035', 'Tier 2', 796.2968);
INSERT INTO locationTypeSales VALUES('NCB31', 'OUT019', 'Tier 1', 525.982);
INSERT INTO locationTypeSales VALUES('FDC35', 'OUT046', 'Tier 1', 3105.957);
INSERT INTO locationTypeSales VALUES('FDS23', 'OUT045', 'Tier 2', 2826.9868);
INSERT INTO locationTypeSales VALUES('FDC33', 'OUT045', 'Tier 2', 3153.2288);
INSERT INTO locationTypeSales VALUES('NCF18', 'OUT018', 'Tier 3', 5369.0112);
INSERT INTO locationTypeSales VALUES('FDM36', 'OUT049', 'Tier 1', 3448.844);
INSERT INTO locationTypeSales VALUES('FDJ53', 'OUT049', 'Tier 1', 1446.1176);
INSERT INTO locationTypeSales VALUES('NCL17', 'OUT018', 'Tier 3', 1567.2932);
INSERT INTO locationTypeSales VALUES('FDW27', 'OUT027', 'Tier 3', 1396.1826);
INSERT INTO locationTypeSales VALUES('FDA32', 'OUT046', 'Tier 1', 1078.596);
INSERT INTO locationTypeSales VALUES('FDA03', 'OUT010', 'Tier 3', 291.6204);
INSERT INTO locationTypeSales VALUES('FDW09', 'OUT045', 'Tier 2', 554.6114);
INSERT INTO locationTypeSales VALUES('FDN09', 'OUT045', 'Tier 2', 731.0484);
INSERT INTO locationTypeSales VALUES('FDM08', 'OUT017', 'Tier 2', 4250.4672);
INSERT INTO locationTypeSales VALUES('FDX01', 'OUT018', 'Tier 3', 1514.695);
INSERT INTO locationTypeSales VALUES('DRO35', 'OUT049', 'Tier 1', 4054.722);
INSERT INTO locationTypeSales VALUES('FDS31', 'OUT045', 'Tier 2', 3067.3406);
INSERT INTO locationTypeSales VALUES('NCM53', 'OUT049', 'Tier 1', 2343.616);
INSERT INTO locationTypeSales VALUES('FDI16', 'OUT013', 'Tier 3', 852.224);
INSERT INTO locationTypeSales VALUES('DRF36', 'OUT049', 'Tier 1', 5350.3688);
INSERT INTO locationTypeSales VALUES('FDW49', 'OUT027', 'Tier 3', 4119.3046);
INSERT INTO locationTypeSales VALUES('FDB58', 'OUT019', 'Tier 1', 425.4462);
INSERT INTO locationTypeSales VALUES('NCJ18', 'OUT045', 'Tier 2', 2133.2232);
INSERT INTO locationTypeSales VALUES('FDL51', 'OUT045', 'Tier 2', 5145.3024);
INSERT INTO locationTypeSales VALUES('FDS03', 'OUT018', 'Tier 3', 1162.4868);
INSERT INTO locationTypeSales VALUES('NCO54', 'OUT019', 'Tier 1', 165.7842);
INSERT INTO locationTypeSales VALUES('FDA48', 'OUT045', 'Tier 2', 3547.3824);
INSERT INTO locationTypeSales VALUES('NCK06', 'OUT027', 'Tier 3', 1211.756);
INSERT INTO locationTypeSales VALUES('NCZ54', 'OUT045', 'Tier 2', 2274.3728);
INSERT INTO locationTypeSales VALUES('FDW39', 'OUT027', 'Tier 3', 4763.799);
INSERT INTO locationTypeSales VALUES('FDI09', 'OUT046', 'Tier 1', 5033.448);
INSERT INTO locationTypeSales VALUES('NCO02', 'OUT049', 'Tier 1', 1120.5414);
INSERT INTO locationTypeSales VALUES('DRF13', 'OUT049', 'Tier 1', 2612.5992);
INSERT INTO locationTypeSales VALUES('FDK25', 'OUT017', 'Tier 2', 4548.0798);
INSERT INTO locationTypeSales VALUES('FDZ38', 'OUT017', 'Tier 2', 5863.0348);
INSERT INTO locationTypeSales VALUES('NCQ42', 'OUT019', 'Tier 1', 254.3356);
INSERT INTO locationTypeSales VALUES('FDM14', 'OUT027', 'Tier 3', 2713.135);
INSERT INTO locationTypeSales VALUES('FDC20', 'OUT046', 'Tier 1', 447.4176);
INSERT INTO locationTypeSales VALUES('FDW32', 'OUT018', 'Tier 3', 1631.8758);
INSERT INTO locationTypeSales VALUES('FDQ19', 'OUT045', 'Tier 2', 5331.7264);
INSERT INTO locationTypeSales VALUES('FDE08', 'OUT049', 'Tier 1', 3563.3616);
INSERT INTO locationTypeSales VALUES('FDC29', 'OUT049', 'Tier 1', 1603.2464);
INSERT INTO locationTypeSales VALUES('FDV50', 'OUT013', 'Tier 3', 2709.806);
INSERT INTO locationTypeSales VALUES('FDF11', 'OUT017', 'Tier 2', 4086.0146);
INSERT INTO locationTypeSales VALUES('FDN09', 'OUT018', 'Tier 3', 1705.7796);
INSERT INTO locationTypeSales VALUES('DRG37', 'OUT045', 'Tier 2', 1402.1748);
INSERT INTO locationTypeSales VALUES('NCV06', 'OUT027', 'Tier 3', 7168.6686);
INSERT INTO locationTypeSales VALUES('DRJ13', 'OUT010', 'Tier 3', 962.7468);
INSERT INTO locationTypeSales VALUES('DRF25', 'OUT027', 'Tier 3', 1281.665);
INSERT INTO locationTypeSales VALUES('FDE53', 'OUT010', 'Tier 3', 426.112);
INSERT INTO locationTypeSales VALUES('FDS08', 'OUT046', 'Tier 1', 1764.37);
INSERT INTO locationTypeSales VALUES('FDO23', 'OUT017', 'Tier 2', 1701.7848);
INSERT INTO locationTypeSales VALUES('FDT07', 'OUT046', 'Tier 1', 4357.661);
INSERT INTO locationTypeSales VALUES('NCX29', 'OUT035', 'Tier 2', 3207.8244);
INSERT INTO locationTypeSales VALUES('FDG22', 'OUT035', 'Tier 2', 732.38);
INSERT INTO locationTypeSales VALUES('DRJ47', 'OUT027', 'Tier 3', 6751.212);
INSERT INTO locationTypeSales VALUES('FDL43', 'OUT013', 'Tier 3', 306.268);
INSERT INTO locationTypeSales VALUES('FDZ43', 'OUT027', 'Tier 3', 8239.9408);
INSERT INTO locationTypeSales VALUES('FDZ21', 'OUT046', 'Tier 1', 193.082);
INSERT INTO locationTypeSales VALUES('FDJ50', 'OUT035', 'Tier 2', 1209.7586);
INSERT INTO locationTypeSales VALUES('FDV35', 'OUT046', 'Tier 1', 3878.285);
INSERT INTO locationTypeSales VALUES('FDW56', 'OUT017', 'Tier 2', 2693.8268);
INSERT INTO locationTypeSales VALUES('DRL35', 'OUT045', 'Tier 2', 649.155);
INSERT INTO locationTypeSales VALUES('FDR01', 'OUT045', 'Tier 2', 4777.7808);
INSERT INTO locationTypeSales VALUES('FDS24', 'OUT045', 'Tier 2', 1416.8224);
INSERT INTO locationTypeSales VALUES('NCL17', 'OUT017', 'Tier 2', 2422.1804);
INSERT INTO locationTypeSales VALUES('FDS13', 'OUT018', 'Tier 3', 2914.8724);
INSERT INTO locationTypeSales VALUES('FDB59', 'OUT045', 'Tier 2', 2380.9008);
INSERT INTO locationTypeSales VALUES('FDW26', 'OUT027', 'Tier 3', 1556.6404);
INSERT INTO locationTypeSales VALUES('FDQ12', 'OUT019', 'Tier 1', 689.103);
INSERT INTO locationTypeSales VALUES('FDX59', 'OUT013', 'Tier 3', 373.5138);
INSERT INTO locationTypeSales VALUES('FDL36', 'OUT017', 'Tier 2', 539.298);
INSERT INTO locationTypeSales VALUES('FDQ55', 'OUT018', 'Tier 3', 1612.5676);
INSERT INTO locationTypeSales VALUES('FDV46', 'OUT019', 'Tier 1', 559.272);
INSERT INTO locationTypeSales VALUES('FDM28', 'OUT019', 'Tier 1', 179.766);
INSERT INTO locationTypeSales VALUES('FDT40', 'OUT017', 'Tier 2', 763.0068);
INSERT INTO locationTypeSales VALUES('DRJ11', 'OUT010', 'Tier 3', 756.3488);
INSERT INTO locationTypeSales VALUES('FDD51', 'OUT045', 'Tier 2', 181.0976);
INSERT INTO locationTypeSales VALUES('NCT17', 'OUT027', 'Tier 3', 6029.4848);
INSERT INTO locationTypeSales VALUES('NCW17', 'OUT046', 'Tier 1', 3083.9856);
INSERT INTO locationTypeSales VALUES('NCY29', 'OUT019', 'Tier 1', 113.186);
INSERT INTO locationTypeSales VALUES('DRH36', 'OUT013', 'Tier 3', 2087.9488);
INSERT INTO locationTypeSales VALUES('FDB17', 'OUT049', 'Tier 1', 2535.3664);
INSERT INTO locationTypeSales VALUES('NCA17', 'OUT013', 'Tier 3', 1789.6704);
INSERT INTO locationTypeSales VALUES('FDT27', 'OUT046', 'Tier 1', 4687.232);
INSERT INTO locationTypeSales VALUES('FDR32', 'OUT013', 'Tier 3', 3425.541);
INSERT INTO locationTypeSales VALUES('FDG41', 'OUT049', 'Tier 1', 1657.842);
INSERT INTO locationTypeSales VALUES('FDX25', 'OUT046', 'Tier 1', 3101.2964);
INSERT INTO locationTypeSales VALUES('FDG56', 'OUT017', 'Tier 2', 1347.5792);
INSERT INTO locationTypeSales VALUES('FDN16', 'OUT017', 'Tier 2', 2270.378);
INSERT INTO locationTypeSales VALUES('FDD47', 'OUT035', 'Tier 2', 2556.672);
INSERT INTO locationTypeSales VALUES('FDR12', 'OUT013', 'Tier 3', 3779.0808);
INSERT INTO locationTypeSales VALUES('FDS33', 'OUT049', 'Tier 1', 1505.3738);
INSERT INTO locationTypeSales VALUES('NCC55', 'OUT035', 'Tier 2', 782.9808);
INSERT INTO locationTypeSales VALUES('FDA38', 'OUT019', 'Tier 1', 480.7076);
INSERT INTO locationTypeSales VALUES('FDK44', 'OUT035', 'Tier 2', 1911.5118);
INSERT INTO locationTypeSales VALUES('FDZ57', 'OUT046', 'Tier 1', 642.497);
INSERT INTO locationTypeSales VALUES('NCN14', 'OUT017', 'Tier 2', 1470.0864);
INSERT INTO locationTypeSales VALUES('NCB06', 'OUT010', 'Tier 3', 159.792);
INSERT INTO locationTypeSales VALUES('DRL01', 'OUT049', 'Tier 1', 6309.7866);
INSERT INTO locationTypeSales VALUES('FDU10', 'OUT049', 'Tier 1', 633.8416);
INSERT INTO locationTypeSales VALUES('NCS38', 'OUT018', 'Tier 3', 3091.9752);
INSERT INTO locationTypeSales VALUES('FDQ16', 'OUT013', 'Tier 3', 1637.868);
INSERT INTO locationTypeSales VALUES('FDS40', 'OUT017', 'Tier 2', 805.618);
INSERT INTO locationTypeSales VALUES('FDE36', 'OUT017', 'Tier 2', 3767.0964);
INSERT INTO locationTypeSales VALUES('FDV31', 'OUT045', 'Tier 2', 529.311);
INSERT INTO locationTypeSales VALUES('NCD42', 'OUT045', 'Tier 2', 645.1602);
INSERT INTO locationTypeSales VALUES('FDT20', 'OUT035', 'Tier 2', 849.5608);
INSERT INTO locationTypeSales VALUES('NCN19', 'OUT018', 'Tier 3', 1328.271);
INSERT INTO locationTypeSales VALUES('FDW21', 'OUT027', 'Tier 3', 2010.716);
INSERT INTO locationTypeSales VALUES('FDF34', 'OUT045', 'Tier 2', 4364.9848);
INSERT INTO locationTypeSales VALUES('FDI28', 'OUT045', 'Tier 2', 792.302);
INSERT INTO locationTypeSales VALUES('FDG44', 'OUT027', 'Tier 3', 2804.3496);
INSERT INTO locationTypeSales VALUES('DRF60', 'OUT045', 'Tier 2', 4290.4152);
INSERT INTO locationTypeSales VALUES('FDQ36', 'OUT019', 'Tier 1', 37.2848);
INSERT INTO locationTypeSales VALUES('FDP34', 'OUT018', 'Tier 3', 2659.871);
INSERT INTO locationTypeSales VALUES('FDA20', 'OUT035', 'Tier 2', 5406.296);
INSERT INTO locationTypeSales VALUES('FDE41', 'OUT035', 'Tier 2', 930.1226);
INSERT INTO locationTypeSales VALUES('DRK47', 'OUT046', 'Tier 1', 1826.9552);
INSERT INTO locationTypeSales VALUES('FDY10', 'OUT017', 'Tier 2', 1145.176);
INSERT INTO locationTypeSales VALUES('FDI02', 'OUT017', 'Tier 2', 3150.5656);
INSERT INTO locationTypeSales VALUES('FDE41', 'OUT019', 'Tier 1', 253.6698);
INSERT INTO locationTypeSales VALUES('FDZ52', 'OUT013', 'Tier 3', 1779.0176);
INSERT INTO locationTypeSales VALUES('FDG50', 'OUT018', 'Tier 3', 1185.7898);
INSERT INTO locationTypeSales VALUES('DRL01', 'OUT010', 'Tier 3', 467.3916);
INSERT INTO locationTypeSales VALUES('FDV48', 'OUT017', 'Tier 2', 1414.1592);
INSERT INTO locationTypeSales VALUES('FDR48', 'OUT045', 'Tier 2', 1518.024);
INSERT INTO locationTypeSales VALUES('NCD54', 'OUT013', 'Tier 3', 3034.0506);
INSERT INTO locationTypeSales VALUES('NCT54', 'OUT017', 'Tier 2', 666.4658);
INSERT INTO locationTypeSales VALUES('FDH02', 'OUT013', 'Tier 3', 181.0976);
INSERT INTO locationTypeSales VALUES('NCD43', 'OUT013', 'Tier 3', 210.3928);
INSERT INTO locationTypeSales VALUES('FDE46', 'OUT035', 'Tier 2', 1662.5026);
INSERT INTO locationTypeSales VALUES('NCO42', 'OUT027', 'Tier 3', 3791.0652);
INSERT INTO locationTypeSales VALUES('FDR40', 'OUT049', 'Tier 1', 402.809);
INSERT INTO locationTypeSales VALUES('FDG24', 'OUT049', 'Tier 1', 749.025);
INSERT INTO locationTypeSales VALUES('NCO17', 'OUT017', 'Tier 2', 2516.724);
INSERT INTO locationTypeSales VALUES('FDF22', 'OUT046', 'Tier 1', 5556.7668);
