INSERT INTO outletSizeSales VALUES('FDA15', 'OUT049', 'Medium', 3735.138);
INSERT INTO outletSizeSales VALUES('DRJ37', 'OUT046', 'Small', 2580.6408);
INSERT INTO outletSizeSales VALUES('NCJ42', 'OUT018', 'Medium', 1537.998);
INSERT INTO outletSizeSales VALUES('FDD05', 'OUT049', 'Medium', 1687.1372);
INSERT INTO outletSizeSales VALUES('FDC39', 'OUT018', 'Medium', 3115.944);
INSERT INTO outletSizeSales VALUES('NCY06', 'OUT045', 'Medium', 2348.9424);
INSERT INTO outletSizeSales VALUES('NCS06', 'OUT019', 'Small', 262.991);
INSERT INTO outletSizeSales VALUES('FDE16', 'OUT045', 'Medium', 3542.7218);
INSERT INTO outletSizeSales VALUES('NCQ50', 'OUT046', 'Small', 4701.8796);
INSERT INTO outletSizeSales VALUES('FDX50', 'OUT046', 'Small', 1768.3648);
INSERT INTO outletSizeSales VALUES('NCL41', 'OUT017', 'Medium', 519.324);
INSERT INTO outletSizeSales VALUES('FDM58', 'OUT018', 'Medium', 1677.816);
INSERT INTO outletSizeSales VALUES('FDH35', 'OUT010', 'Medium', 164.4526);
INSERT INTO outletSizeSales VALUES('FDS50', 'OUT049', 'Medium', 1108.557);
INSERT INTO outletSizeSales VALUES('FDT09', 'OUT027', 'Medium', 4350.3372);
INSERT INTO outletSizeSales VALUES('FDR60', 'OUT018', 'Medium', 1312.9576);
INSERT INTO outletSizeSales VALUES('FDG22', 'OUT046', 'Small', 659.142);
INSERT INTO outletSizeSales VALUES('FDL52', 'OUT027', 'Medium', 910.8144);
INSERT INTO outletSizeSales VALUES('DRJ39', 'OUT018', 'Medium', 2409.5302);
INSERT INTO outletSizeSales VALUES('FDW45', 'OUT017', 'Medium', 2648.5524);
INSERT INTO outletSizeSales VALUES('NCQ38', 'OUT045', 'Medium', 1065.28);
INSERT INTO outletSizeSales VALUES('FDB26', 'OUT017', 'Medium', 798.96);
INSERT INTO outletSizeSales VALUES('DRG48', 'OUT046', 'Small', 3062.0142);
INSERT INTO outletSizeSales VALUES('FDH10', 'OUT010', 'Medium', 774.9912);
INSERT INTO outletSizeSales VALUES('FDP28', 'OUT049', 'Medium', 4958.8784);
INSERT INTO outletSizeSales VALUES('FDJ44', 'OUT010', 'Medium', 697.7584);
INSERT INTO outletSizeSales VALUES('FDI07', 'OUT045', 'Medium', 2768.3964);
INSERT INTO outletSizeSales VALUES('DRJ24', 'OUT017', 'Medium', 2591.2936);
INSERT INTO outletSizeSales VALUES('DRL47', 'OUT035', 'Small', 755.0172);
INSERT INTO outletSizeSales VALUES('FDP38', 'OUT013', 'High', 354.2056);
INSERT INTO outletSizeSales VALUES('FDK02', 'OUT019', 'Small', 479.376);
INSERT INTO outletSizeSales VALUES('FDO23', 'OUT013', 'High', 1607.2412);
INSERT INTO outletSizeSales VALUES('NCE54', 'OUT013', 'High', 1053.2956);
INSERT INTO outletSizeSales VALUES('FDS52', 'OUT046', 'Small', 1922.8304);
INSERT INTO outletSizeSales VALUES('FDW01', 'OUT035', 'Small', 1677.1502);
INSERT INTO outletSizeSales VALUES('NCF07', 'OUT017', 'Medium', 1113.2176);
INSERT INTO outletSizeSales VALUES('DRE15', 'OUT018', 'Medium', 1518.024);
INSERT INTO outletSizeSales VALUES('FDR58', 'OUT046', 'Small', 2406.2012);
INSERT INTO outletSizeSales VALUES('FDL24', 'OUT013', 'High', 2069.3064);
INSERT INTO outletSizeSales VALUES('FDQ25', 'OUT027', 'Medium', 3621.2862);
INSERT INTO outletSizeSales VALUES('FDX56', 'OUT013', 'High', 4969.5312);
INSERT INTO outletSizeSales VALUES('FDD20', 'OUT018', 'Medium', 1245.046);
INSERT INTO outletSizeSales VALUES('DRF60', 'OUT017', 'Medium', 5243.8408);
INSERT INTO outletSizeSales VALUES('FDW13', 'OUT018', 'Medium', 934.7832);
INSERT INTO outletSizeSales VALUES('FDF09', 'OUT013', 'High', 521.9872);
INSERT INTO outletSizeSales VALUES('FDY45', 'OUT035', 'Small', 4578.0408);
INSERT INTO outletSizeSales VALUES('FDR26', 'OUT045', 'Medium', 1062.6168);
INSERT INTO outletSizeSales VALUES('FDZ01', 'OUT046', 'Small', 2579.975);
INSERT INTO outletSizeSales VALUES('FDH53', 'OUT010', 'Medium', 165.1184);
INSERT INTO outletSizeSales VALUES('FDG52', 'OUT018', 'Medium', 459.402);
INSERT INTO outletSizeSales VALUES('FDW50', 'OUT045', 'Medium', 1504.0422);
INSERT INTO outletSizeSales VALUES('FDX49', 'OUT035', 'Small', 5126.66);
INSERT INTO outletSizeSales VALUES('FDJ44', 'OUT046', 'Small', 2616.594);
INSERT INTO outletSizeSales VALUES('NCI31', 'OUT027', 'Medium', 842.237);
INSERT INTO outletSizeSales VALUES('FDZ52', 'OUT035', 'Small', 1223.0746);
INSERT INTO outletSizeSales VALUES('FDE17', 'OUT049', 'Medium', 755.683);
INSERT INTO outletSizeSales VALUES('FDG34', 'OUT018', 'Medium', 1953.4572);
INSERT INTO outletSizeSales VALUES('FDE26', 'OUT010', 'Medium', 288.9572);
INSERT INTO outletSizeSales VALUES('FDD56', 'OUT018', 'Medium', 2976.7918);
INSERT INTO outletSizeSales VALUES('FDR52', 'OUT045', 'Medium', 2675.1844);
INSERT INTO outletSizeSales VALUES('FDQ13', 'OUT035', 'Small', 755.0172);
INSERT INTO outletSizeSales VALUES('NCJ42', 'OUT019', 'Small', 410.1328);
INSERT INTO outletSizeSales VALUES('FDH10', 'OUT019', 'Small', 387.4956);
INSERT INTO outletSizeSales VALUES('NCG42', 'OUT035', 'Small', 3635.268);
INSERT INTO outletSizeSales VALUES('FDT31', 'OUT045', 'Medium', 1323.6104);
INSERT INTO outletSizeSales VALUES('DRD25', 'OUT045', 'Medium', 2942.836);
INSERT INTO outletSizeSales VALUES('FDR35', 'OUT035', 'Small', 4379.6324);
INSERT INTO outletSizeSales VALUES('FDL33', 'OUT045', 'Medium', 2936.178);
INSERT INTO outletSizeSales VALUES('FDT45', 'OUT035', 'Small', 600.5516);
INSERT INTO outletSizeSales VALUES('FDT16', 'OUT045', 'Medium', 8851.1452);
INSERT INTO outletSizeSales VALUES('DRE49', 'OUT035', 'Small', 2428.8384);
INSERT INTO outletSizeSales VALUES('DRF60', 'OUT049', 'Medium', 3813.7024);
INSERT INTO outletSizeSales VALUES('NCB54', 'OUT049', 'Medium', 2556.672);
INSERT INTO outletSizeSales VALUES('FDH20', 'OUT049', 'Medium', 1255.033);
INSERT INTO outletSizeSales VALUES('FDA31', 'OUT035', 'Small', 2769.728);
INSERT INTO outletSizeSales VALUES('FDE33', 'OUT045', 'Medium', 1571.288);
INSERT INTO outletSizeSales VALUES('FDM12', 'OUT010', 'Medium', 188.4214);
INSERT INTO outletSizeSales VALUES('FDW44', 'OUT013', 'High', 1022.6688);
INSERT INTO outletSizeSales VALUES('DRE48', 'OUT013', 'High', 3744.4592);
INSERT INTO outletSizeSales VALUES('NCX18', 'OUT045', 'Medium', 2749.754);
INSERT INTO outletSizeSales VALUES('FDA38', 'OUT018', 'Medium', 480.7076);
INSERT INTO outletSizeSales VALUES('FDQ19', 'OUT013', 'High', 969.4048);
INSERT INTO outletSizeSales VALUES('FDY47', 'OUT027', 'Medium', 4933.578);
INSERT INTO outletSizeSales VALUES('FDE17', 'OUT013', 'High', 2720.4588);
INSERT INTO outletSizeSales VALUES('FDY25', 'OUT046', 'Small', 4527.44);
INSERT INTO outletSizeSales VALUES('FDT03', 'OUT035', 'Small', 3123.9336);
INSERT INTO outletSizeSales VALUES('FDB49', 'OUT045', 'Medium', 2857.6136);
INSERT INTO outletSizeSales VALUES('FDL43', 'OUT017', 'Medium', 1454.773);
INSERT INTO outletSizeSales VALUES('FDE47', 'OUT017', 'Medium', 1992.0736);
INSERT INTO outletSizeSales VALUES('FDS49', 'OUT045', 'Medium', 1728.4168);
INSERT INTO outletSizeSales VALUES('FDU23', 'OUT018', 'Medium', 2311.6576);
INSERT INTO outletSizeSales VALUES('FDU38', 'OUT027', 'Medium', 7478.2656);
INSERT INTO outletSizeSales VALUES('FDV09', 'OUT019', 'Small', 593.8936);
INSERT INTO outletSizeSales VALUES('FDR20', 'OUT049', 'Medium', 452.744);
INSERT INTO outletSizeSales VALUES('FDY11', 'OUT046', 'Small', 856.8846);
INSERT INTO outletSizeSales VALUES('FDG40', 'OUT027', 'Medium', 984.7182);
INSERT INTO outletSizeSales VALUES('FDX20', 'OUT017', 'Medium', 2037.348);
INSERT INTO outletSizeSales VALUES('FDZ27', 'OUT013', 'High', 149.805);
INSERT INTO outletSizeSales VALUES('FDH09', 'OUT017', 'Medium', 473.3838);
INSERT INTO outletSizeSales VALUES('FDG29', 'OUT049', 'Medium', 293.6178);
INSERT INTO outletSizeSales VALUES('NCA30', 'OUT049', 'Medium', 5105.3544);
INSERT INTO outletSizeSales VALUES('NCL53', 'OUT017', 'Medium', 3010.7476);
INSERT INTO outletSizeSales VALUES('DRE15', 'OUT046', 'Small', 986.7156);
INSERT INTO outletSizeSales VALUES('NCS38', 'OUT046', 'Small', 458.0704);
INSERT INTO outletSizeSales VALUES('FDY21', 'OUT019', 'Small', 589.233);
INSERT INTO outletSizeSales VALUES('FDB58', 'OUT010', 'Medium', 283.6308);
INSERT INTO outletSizeSales VALUES('FDH41', 'OUT046', 'Small', 1935.4806);
INSERT INTO outletSizeSales VALUES('DRF23', 'OUT049', 'Medium', 1569.9564);
INSERT INTO outletSizeSales VALUES('FDE05', 'OUT010', 'Medium', 437.4306);
INSERT INTO outletSizeSales VALUES('FDY10', 'OUT049', 'Medium', 1717.764);
INSERT INTO outletSizeSales VALUES('FDS43', 'OUT049', 'Medium', 1304.968);
INSERT INTO outletSizeSales VALUES('NCM30', 'OUT049', 'Medium', 784.3124);
INSERT INTO outletSizeSales VALUES('FDY49', 'OUT045', 'Medium', 1816.3024);
INSERT INTO outletSizeSales VALUES('FDN02', 'OUT045', 'Medium', 2070.638);
INSERT INTO outletSizeSales VALUES('FDP37', 'OUT045', 'Medium', 2184.4898);
INSERT INTO outletSizeSales VALUES('NCF07', 'OUT035', 'Small', 1922.8304);
INSERT INTO outletSizeSales VALUES('FDJ09', 'OUT013', 'High', 633.8416);
INSERT INTO outletSizeSales VALUES('FDO23', 'OUT027', 'Medium', 2269.0464);
INSERT INTO outletSizeSales VALUES('FDH09', 'OUT027', 'Medium', 1209.7586);
INSERT INTO outletSizeSales VALUES('FDX34', 'OUT049', 'Medium', 1205.098);
INSERT INTO outletSizeSales VALUES('FDV60', 'OUT049', 'Medium', 3338.987);
INSERT INTO outletSizeSales VALUES('FDE32', 'OUT013', 'High', 227.7036);
INSERT INTO outletSizeSales VALUES('NCI30', 'OUT018', 'Medium', 4680.574);
INSERT INTO outletSizeSales VALUES('FDS37', 'OUT013', 'High', 695.0952);
INSERT INTO outletSizeSales VALUES('FDC57', 'OUT019', 'Small', 579.246);
INSERT INTO outletSizeSales VALUES('DRC01', 'OUT017', 'Medium', 1478.076);
INSERT INTO outletSizeSales VALUES('DRD27', 'OUT017', 'Medium', 694.4294);
INSERT INTO outletSizeSales VALUES('FDI12', 'OUT045', 'Medium', 703.0848);
INSERT INTO outletSizeSales VALUES('FDQ33', 'OUT035', 'Small', 4514.124);
INSERT INTO outletSizeSales VALUES('FDQ27', 'OUT019', 'Small', 206.398);
INSERT INTO outletSizeSales VALUES('NCB07', 'OUT010', 'Medium', 589.233);
INSERT INTO outletSizeSales VALUES('FDC08', 'OUT013', 'High', 3169.208);
INSERT INTO outletSizeSales VALUES('FDD20', 'OUT046', 'Small', 2490.092);
INSERT INTO outletSizeSales VALUES('FDS24', 'OUT035', 'Small', 1151.1682);
INSERT INTO outletSizeSales VALUES('FDH34', 'OUT017', 'Medium', 3900.9222);
INSERT INTO outletSizeSales VALUES('NCX30', 'OUT018', 'Medium', 6439.6176);
INSERT INTO outletSizeSales VALUES('FDM01', 'OUT046', 'Small', 1845.5976);
INSERT INTO outletSizeSales VALUES('FDB20', 'OUT013', 'High', 934.7832);
INSERT INTO outletSizeSales VALUES('NCK29', 'OUT017', 'Medium', 3202.498);
INSERT INTO outletSizeSales VALUES('FDS11', 'OUT049', 'Medium', 2684.5056);
INSERT INTO outletSizeSales VALUES('NCV41', 'OUT010', 'Medium', 221.0456);
INSERT INTO outletSizeSales VALUES('DRL60', 'OUT049', 'Medium', 2439.4912);
INSERT INTO outletSizeSales VALUES('FDV10', 'OUT017', 'Medium', 596.5568);
INSERT INTO outletSizeSales VALUES('FDV09', 'OUT018', 'Medium', 2227.101);
INSERT INTO outletSizeSales VALUES('FDQ39', 'OUT046', 'Small', 5159.2842);
INSERT INTO outletSizeSales VALUES('DRE49', 'OUT018', 'Medium', 1366.2216);
INSERT INTO outletSizeSales VALUES('FDR45', 'OUT045', 'Medium', 8604.7992);
INSERT INTO outletSizeSales VALUES('DRJ23', 'OUT010', 'Medium', 378.1744);
INSERT INTO outletSizeSales VALUES('FDQ26', 'OUT018', 'Medium', 711.0744);
INSERT INTO outletSizeSales VALUES('NCA06', 'OUT017', 'Medium', 1061.951);
INSERT INTO outletSizeSales VALUES('FDT24', 'OUT018', 'Medium', 1004.0264);
INSERT INTO outletSizeSales VALUES('DRG27', 'OUT045', 'Medium', 609.207);
INSERT INTO outletSizeSales VALUES('FDR02', 'OUT045', 'Medium', 3558.0352);
INSERT INTO outletSizeSales VALUES('DRG37', 'OUT035', 'Small', 2025.3636);
INSERT INTO outletSizeSales VALUES('FDJ07', 'OUT018', 'Medium', 1864.24);
INSERT INTO outletSizeSales VALUES('FDP32', 'OUT049', 'Medium', 1907.517);
INSERT INTO outletSizeSales VALUES('FDV59', 'OUT046', 'Small', 5660.6316);
INSERT INTO outletSizeSales VALUES('FDP60', 'OUT035', 'Small', 607.2096);
INSERT INTO outletSizeSales VALUES('FDE32', 'OUT027', 'Medium', 1024.6662);
INSERT INTO outletSizeSales VALUES('FDK26', 'OUT017', 'Medium', 3169.208);
INSERT INTO outletSizeSales VALUES('FDW28', 'OUT035', 'Small', 2740.4328);
INSERT INTO outletSizeSales VALUES('FDP56', 'OUT049', 'Medium', 640.4996);
INSERT INTO outletSizeSales VALUES('FDT25', 'OUT046', 'Small', 1960.1152);
INSERT INTO outletSizeSales VALUES('FDQ12', 'OUT035', 'Small', 2067.309);
INSERT INTO outletSizeSales VALUES('FDR60', 'OUT035', 'Small', 231.6984);
INSERT INTO outletSizeSales VALUES('FDZ10', 'OUT010', 'Medium', 253.004);
INSERT INTO outletSizeSales VALUES('FDM13', 'OUT010', 'Medium', 131.1626);
INSERT INTO outletSizeSales VALUES('FDF26', 'OUT045', 'Medium', 2153.1972);
INSERT INTO outletSizeSales VALUES('FDN02', 'OUT027', 'Medium', 5383.6588);
INSERT INTO outletSizeSales VALUES('NCI30', 'OUT013', 'High', 1724.422);
INSERT INTO outletSizeSales VALUES('NCJ31', 'OUT049', 'Medium', 3615.294);
INSERT INTO outletSizeSales VALUES('NCQ54', 'OUT010', 'Medium', 168.4474);
INSERT INTO outletSizeSales VALUES('FDB02', 'OUT045', 'Medium', 2999.429);
INSERT INTO outletSizeSales VALUES('FDC02', 'OUT027', 'Medium', 4165.2448);
INSERT INTO outletSizeSales VALUES('FDA11', 'OUT045', 'Medium', 1134.5232);
INSERT INTO outletSizeSales VALUES('DRI23', 'OUT027', 'Medium', 2888.2404);
INSERT INTO outletSizeSales VALUES('FDE04', 'OUT049', 'Medium', 2696.49);
INSERT INTO outletSizeSales VALUES('FDW38', 'OUT010', 'Medium', 53.9298);
INSERT INTO outletSizeSales VALUES('FDG46', 'OUT019', 'Small', 113.8518);
INSERT INTO outletSizeSales VALUES('NCJ05', 'OUT027', 'Medium', 2287.023);
INSERT INTO outletSizeSales VALUES('FDU01', 'OUT019', 'Small', 555.2772);
INSERT INTO outletSizeSales VALUES('FDY11', 'OUT017', 'Medium', 1120.5414);
INSERT INTO outletSizeSales VALUES('FDX60', 'OUT013', 'High', 719.064);
INSERT INTO outletSizeSales VALUES('NCN29', 'OUT049', 'Medium', 437.4306);
INSERT INTO outletSizeSales VALUES('FDT07', 'OUT049', 'Medium', 2050.664);
INSERT INTO outletSizeSales VALUES('FDI21', 'OUT018', 'Medium', 1214.4192);
INSERT INTO outletSizeSales VALUES('FDI41', 'OUT046', 'Small', 2059.9852);
INSERT INTO outletSizeSales VALUES('FDE10', 'OUT027', 'Medium', 3672.5528);
INSERT INTO outletSizeSales VALUES('FDQ28', 'OUT046', 'Small', 3089.312);
INSERT INTO outletSizeSales VALUES('FDY32', 'OUT010', 'Medium', 815.605);
INSERT INTO outletSizeSales VALUES('NCK05', 'OUT019', 'Small', 61.2536);
INSERT INTO outletSizeSales VALUES('FDH12', 'OUT045', 'Medium', 1278.336);
INSERT INTO outletSizeSales VALUES('FDJ27', 'OUT017', 'Medium', 1528.011);
INSERT INTO outletSizeSales VALUES('DRL35', 'OUT010', 'Medium', 129.831);
INSERT INTO outletSizeSales VALUES('NCY29', 'OUT017', 'Medium', 1301.639);
INSERT INTO outletSizeSales VALUES('FDC21', 'OUT017', 'Medium', 1844.9318);
INSERT INTO outletSizeSales VALUES('FDM33', 'OUT017', 'Medium', 5068.7354);
INSERT INTO outletSizeSales VALUES('DRJ39', 'OUT013', 'High', 1095.241);
INSERT INTO outletSizeSales VALUES('FDB22', 'OUT010', 'Medium', 307.5996);
INSERT INTO outletSizeSales VALUES('FDC32', 'OUT013', 'High', 1295.6468);
INSERT INTO outletSizeSales VALUES('FDD02', 'OUT046', 'Small', 2607.2728);
INSERT INTO outletSizeSales VALUES('FDL28', 'OUT035', 'Small', 3455.502);
INSERT INTO outletSizeSales VALUES('FDL39', 'OUT049', 'Medium', 2345.6134);
INSERT INTO outletSizeSales VALUES('FDV37', 'OUT010', 'Medium', 197.7426);
INSERT INTO outletSizeSales VALUES('FDA28', 'OUT017', 'Medium', 1761.7068);
INSERT INTO outletSizeSales VALUES('FDL04', 'OUT049', 'Medium', 1905.5196);
INSERT INTO outletSizeSales VALUES('FDR10', 'OUT035', 'Small', 3086.6488);
INSERT INTO outletSizeSales VALUES('FDA39', 'OUT017', 'Medium', 1060.6194);
INSERT INTO outletSizeSales VALUES('FDR15', 'OUT035', 'Small', 4653.942);
INSERT INTO outletSizeSales VALUES('FDQ40', 'OUT017', 'Medium', 3339.6528);
INSERT INTO outletSizeSales VALUES('DRG23', 'OUT027', 'Medium', 2439.4912);
INSERT INTO outletSizeSales VALUES('FDU36', 'OUT013', 'High', 1379.5376);
INSERT INTO outletSizeSales VALUES('FDF47', 'OUT046', 'Small', 897.4984);
INSERT INTO outletSizeSales VALUES('FDH14', 'OUT046', 'Small', 1404.838);
INSERT INTO outletSizeSales VALUES('FDO45', 'OUT018', 'Medium', 615.1992);
INSERT INTO outletSizeSales VALUES('FDK60', 'OUT035', 'Small', 1069.2748);
INSERT INTO outletSizeSales VALUES('FDS43', 'OUT017', 'Medium', 4101.328);
INSERT INTO outletSizeSales VALUES('FDN44', 'OUT049', 'Medium', 4793.76);
INSERT INTO outletSizeSales VALUES('FDS34', 'OUT049', 'Medium', 1138.518);
INSERT INTO outletSizeSales VALUES('FDU20', 'OUT045', 'Medium', 2771.7254);
INSERT INTO outletSizeSales VALUES('FDP44', 'OUT013', 'High', 1948.1308);
INSERT INTO outletSizeSales VALUES('FDC02', 'OUT035', 'Small', 5206.556);
INSERT INTO outletSizeSales VALUES('FDT56', 'OUT035', 'Small', 173.7738);
INSERT INTO outletSizeSales VALUES('NCA06', 'OUT013', 'High', 73.238);
INSERT INTO outletSizeSales VALUES('FDE04', 'OUT013', 'High', 3415.554);
INSERT INTO outletSizeSales VALUES('NCX06', 'OUT017', 'Medium', 3803.0496);
INSERT INTO outletSizeSales VALUES('FDX49', 'OUT017', 'Medium', 3961.51);
INSERT INTO outletSizeSales VALUES('DRM59', 'OUT018', 'Medium', 1384.1982);
INSERT INTO outletSizeSales VALUES('FDJ34', 'OUT049', 'Medium', 1251.704);
INSERT INTO outletSizeSales VALUES('FDP60', 'OUT013', 'High', 1821.6288);
INSERT INTO outletSizeSales VALUES('FDI07', 'OUT046', 'Small', 5141.3076);
INSERT INTO outletSizeSales VALUES('FDV07', 'OUT027', 'Medium', 3205.1612);
INSERT INTO outletSizeSales VALUES('FDH41', 'OUT045', 'Medium', 1720.4272);
INSERT INTO outletSizeSales VALUES('NCB31', 'OUT049', 'Medium', 3418.883);
INSERT INTO outletSizeSales VALUES('FDW34', 'OUT035', 'Small', 4374.306);
INSERT INTO outletSizeSales VALUES('FDX45', 'OUT017', 'Medium', 782.315);
INSERT INTO outletSizeSales VALUES('FDH14', 'OUT049', 'Medium', 1685.8056);
INSERT INTO outletSizeSales VALUES('FDF26', 'OUT010', 'Medium', 153.7998);
INSERT INTO outletSizeSales VALUES('FDU24', 'OUT017', 'Medium', 4101.328);
INSERT INTO outletSizeSales VALUES('FDX11', 'OUT018', 'Medium', 3453.5046);
INSERT INTO outletSizeSales VALUES('FDF35', 'OUT035', 'Small', 1179.1318);
INSERT INTO outletSizeSales VALUES('NCC43', 'OUT018', 'Medium', 1004.0264);
INSERT INTO outletSizeSales VALUES('FDG29', 'OUT046', 'Small', 419.454);
INSERT INTO outletSizeSales VALUES('FDS44', 'OUT046', 'Small', 3845.6608);
INSERT INTO outletSizeSales VALUES('FDZ10', 'OUT046', 'Small', 2024.032);
INSERT INTO outletSizeSales VALUES('FDC52', 'OUT013', 'High', 1956.1204);
INSERT INTO outletSizeSales VALUES('DRL35', 'OUT035', 'Small', 1168.479);
INSERT INTO outletSizeSales VALUES('NCP55', 'OUT010', 'Medium', 55.2614);
INSERT INTO outletSizeSales VALUES('FDV38', 'OUT027', 'Medium', 2020.0372);
INSERT INTO outletSizeSales VALUES('FDL44', 'OUT045', 'Medium', 3073.9986);
INSERT INTO outletSizeSales VALUES('FDZ47', 'OUT017', 'Medium', 1884.8798);
INSERT INTO outletSizeSales VALUES('FDT45', 'OUT046', 'Small', 1364.89);
INSERT INTO outletSizeSales VALUES('FDN23', 'OUT049', 'Medium', 3193.1768);
INSERT INTO outletSizeSales VALUES('NCP43', 'OUT045', 'Medium', 2336.958);
INSERT INTO outletSizeSales VALUES('DRJ24', 'OUT019', 'Small', 370.1848);
INSERT INTO outletSizeSales VALUES('FDA02', 'OUT027', 'Medium', 3756.4436);
INSERT INTO outletSizeSales VALUES('FDH33', 'OUT019', 'Small', 175.7712);
INSERT INTO outletSizeSales VALUES('FDF56', 'OUT017', 'Medium', 3078.6592);
INSERT INTO outletSizeSales VALUES('NCN26', 'OUT046', 'Small', 2109.2544);
INSERT INTO outletSizeSales VALUES('FDD22', 'OUT049', 'Medium', 3243.7776);
INSERT INTO outletSizeSales VALUES('FDU15', 'OUT010', 'Medium', 71.9064);
INSERT INTO outletSizeSales VALUES('FDB41', 'OUT010', 'Medium', 189.0872);
INSERT INTO outletSizeSales VALUES('FDZ35', 'OUT017', 'Medium', 2579.975);
INSERT INTO outletSizeSales VALUES('FDT60', 'OUT017', 'Medium', 1486.0656);
INSERT INTO outletSizeSales VALUES('FDE51', 'OUT035', 'Small', 312.2602);
INSERT INTO outletSizeSales VALUES('NCQ06', 'OUT035', 'Small', 4845.0266);
INSERT INTO outletSizeSales VALUES('FDS28', 'OUT017', 'Medium', 171.7764);
INSERT INTO outletSizeSales VALUES('FDH32', 'OUT045', 'Medium', 1834.279);
INSERT INTO outletSizeSales VALUES('FDW37', 'OUT045', 'Medium', 2082.6224);
INSERT INTO outletSizeSales VALUES('FDY33', 'OUT046', 'Small', 2705.1454);
INSERT INTO outletSizeSales VALUES('FDF17', 'OUT017', 'Medium', 3731.809);
INSERT INTO outletSizeSales VALUES('FDG56', 'OUT013', 'High', 1592.5936);
INSERT INTO outletSizeSales VALUES('NCB18', 'OUT013', 'High', 2125.2336);
INSERT INTO outletSizeSales VALUES('FDU14', 'OUT035', 'Small', 998.7);
INSERT INTO outletSizeSales VALUES('FDU22', 'OUT049', 'Medium', 3673.8844);
INSERT INTO outletSizeSales VALUES('NCV41', 'OUT013', 'High', 2099.9332);
INSERT INTO outletSizeSales VALUES('FDY52', 'OUT045', 'Medium', 1225.072);
INSERT INTO outletSizeSales VALUES('DRG48', 'OUT027', 'Medium', 3062.0142);
INSERT INTO outletSizeSales VALUES('FDU01', 'OUT027', 'Medium', 4442.2176);
INSERT INTO outletSizeSales VALUES('NCP53', 'OUT013', 'High', 4278.4308);
INSERT INTO outletSizeSales VALUES('FDC17', 'OUT049', 'Medium', 631.1784);
INSERT INTO outletSizeSales VALUES('NCZ30', 'OUT013', 'High', 602.549);
INSERT INTO outletSizeSales VALUES('FDK03', 'OUT046', 'Small', 2797.6916);
INSERT INTO outletSizeSales VALUES('FDE08', 'OUT019', 'Small', 445.4202);
INSERT INTO outletSizeSales VALUES('NCM07', 'OUT027', 'Medium', 2348.9424);
INSERT INTO outletSizeSales VALUES('FDY35', 'OUT027', 'Medium', 1975.4286);
