INSERT INTO typeMrpSales VALUES('FDA15', 'OUT049', 'Dairy', 249.8092);
INSERT INTO typeMrpSales VALUES('FDY10', 'OUT049', 'Snack Foods', 112.7176);
INSERT INTO typeMrpSales VALUES('FDS43', 'OUT049', 'Fruits and Vegetables', 188.224);
INSERT INTO typeMrpSales VALUES('NCM30', 'OUT049', 'Household', 41.9796);
INSERT INTO typeMrpSales VALUES('FDY49', 'OUT045', 'Canned', 165.7184);
INSERT INTO typeMrpSales VALUES('FDN02', 'OUT045', 'Canned', 206.8638);
INSERT INTO typeMrpSales VALUES('FDP37', 'OUT045', 'Breakfast', 128.0994);
INSERT INTO typeMrpSales VALUES('NCF07', 'OUT035', 'Household', 99.6016);
INSERT INTO typeMrpSales VALUES('FDJ09', 'OUT013', 'Snack Foods', 44.0744);
INSERT INTO typeMrpSales VALUES('FDO23', 'OUT027', 'Breads', 94.3436);
INSERT INTO typeMrpSales VALUES('FDH09', 'OUT027', 'Seafood', 52.4982);
INSERT INTO typeMrpSales VALUES('FDX34', 'OUT049', 'Snack Foods', 119.3098);
INSERT INTO typeMrpSales VALUES('FDV60', 'OUT049', 'Baking Goods', 197.311);
INSERT INTO typeMrpSales VALUES('FDE32', 'OUT013', 'Fruits and Vegetables', 38.7506);
INSERT INTO typeMrpSales VALUES('NCI30', 'OUT018', 'Household', 245.046);
INSERT INTO typeMrpSales VALUES('FDS37', 'OUT013', 'Canned', 117.7492);
INSERT INTO typeMrpSales VALUES('FDC57', 'OUT019', 'Fruits and Vegetables', 193.982);
INSERT INTO typeMrpSales VALUES('DRC01', 'OUT017', 'Soft Drinks', 49.0692);
INSERT INTO typeMrpSales VALUES('DRD27', 'OUT017', 'Dairy', 99.0042);
INSERT INTO typeMrpSales VALUES('FDI12', 'OUT045', 'Baking Goods', 88.3856);
INSERT INTO typeMrpSales VALUES('FDQ33', 'OUT035', 'Snack Foods', 149.3708);
INSERT INTO typeMrpSales VALUES('FDQ27', 'OUT019', 'Meat', 101.399);
INSERT INTO typeMrpSales VALUES('NCB07', 'OUT010', 'Household', 196.211);
INSERT INTO typeMrpSales VALUES('FDC08', 'OUT013', 'Fruits and Vegetables', 226.172);
INSERT INTO typeMrpSales VALUES('FDD20', 'OUT046', 'Fruits and Vegetables', 124.2046);
INSERT INTO typeMrpSales VALUES('FDS24', 'OUT035', 'Baking Goods', 88.1514);
INSERT INTO typeMrpSales VALUES('FDH34', 'OUT017', 'Snack Foods', 186.0582);
INSERT INTO typeMrpSales VALUES('NCX30', 'OUT018', 'Household', 248.4776);
INSERT INTO typeMrpSales VALUES('FDM01', 'OUT046', 'Breakfast', 104.5332);
INSERT INTO typeMrpSales VALUES('FDB20', 'OUT013', 'Fruits and Vegetables', 77.9986);
INSERT INTO typeMrpSales VALUES('NCK29', 'OUT017', 'Health and Hygiene', 121.573);
INSERT INTO typeMrpSales VALUES('FDS11', 'OUT049', 'Breads', 224.9088);
INSERT INTO typeMrpSales VALUES('NCV41', 'OUT010', 'Health and Hygiene', 109.2228);
INSERT INTO typeMrpSales VALUES('DRL60', 'OUT049', 'Soft Drinks', 151.7682);
INSERT INTO typeMrpSales VALUES('FDV10', 'OUT017', 'Snack Foods', 44.0112);
INSERT INTO typeMrpSales VALUES('FDV09', 'OUT018', 'Snack Foods', 149.5734);
INSERT INTO typeMrpSales VALUES('FDQ39', 'OUT046', 'Meat', 192.4846);
INSERT INTO typeMrpSales VALUES('DRE49', 'OUT018', 'Soft Drinks', 153.6024);
INSERT INTO typeMrpSales VALUES('FDR45', 'OUT045', 'Snack Foods', 238.6222);
INSERT INTO typeMrpSales VALUES('DRJ23', 'OUT010', 'Hard Drinks', 190.2872);
INSERT INTO typeMrpSales VALUES('FDQ26', 'OUT018', 'Dairy', 58.6562);
INSERT INTO typeMrpSales VALUES('NCA06', 'OUT017', 'Household', 34.819);
INSERT INTO typeMrpSales VALUES('FDT24', 'OUT018', 'Baking Goods', 78.6328);
INSERT INTO typeMrpSales VALUES('DRG27', 'OUT045', 'Dairy', 39.1138);
INSERT INTO typeMrpSales VALUES('FDR02', 'OUT045', 'Dairy', 110.8886);
INSERT INTO typeMrpSales VALUES('DRG37', 'OUT035', 'Soft Drinks', 155.8972);
INSERT INTO typeMrpSales VALUES('FDJ07', 'OUT018', 'Meat', 118.115);
INSERT INTO typeMrpSales VALUES('FDP32', 'OUT049', 'Fruits and Vegetables', 126.7678);
INSERT INTO typeMrpSales VALUES('FDV59', 'OUT046', 'Breads', 218.9166);
INSERT INTO typeMrpSales VALUES('FDP60', 'OUT035', 'Baking Goods', 99.8016);
INSERT INTO typeMrpSales VALUES('FDE32', 'OUT027', 'Fruits and Vegetables', 39.6506);
INSERT INTO typeMrpSales VALUES('FDK26', 'OUT017', 'Canned', 187.424);
INSERT INTO typeMrpSales VALUES('FDW28', 'OUT035', 'Frozen Foods', 197.3452);
INSERT INTO typeMrpSales VALUES('FDP56', 'OUT049', 'Fruits and Vegetables', 47.7692);
INSERT INTO typeMrpSales VALUES('FDT25', 'OUT046', 'Canned', 122.2072);
INSERT INTO typeMrpSales VALUES('FDQ12', 'OUT035', 'Baking Goods', 230.601);
INSERT INTO typeMrpSales VALUES('FDR60', 'OUT035', 'Baking Goods', 77.2328);
INSERT INTO typeMrpSales VALUES('FDZ10', 'OUT010', 'Snack Foods', 128.002);
INSERT INTO typeMrpSales VALUES('FDM13', 'OUT010', 'Breakfast', 130.5626);
INSERT INTO typeMrpSales VALUES('FDF26', 'OUT045', 'Canned', 153.4998);
INSERT INTO typeMrpSales VALUES('FDN02', 'OUT027', 'Canned', 205.3638);
INSERT INTO typeMrpSales VALUES('NCI30', 'OUT013', 'Household', 245.546);
INSERT INTO typeMrpSales VALUES('NCJ31', 'OUT049', 'Others', 243.0196);
INSERT INTO typeMrpSales VALUES('NCQ54', 'OUT010', 'Household', 166.8474);
INSERT INTO typeMrpSales VALUES('FDB02', 'OUT045', 'Canned', 175.437);
INSERT INTO typeMrpSales VALUES('FDC02', 'OUT027', 'Canned', 259.3278);
INSERT INTO typeMrpSales VALUES('FDA11', 'OUT045', 'Baking Goods', 95.6436);
INSERT INTO typeMrpSales VALUES('DRI23', 'OUT027', 'Hard Drinks', 159.6578);
INSERT INTO typeMrpSales VALUES('FDE04', 'OUT049', 'Frozen Foods', 179.866);
INSERT INTO typeMrpSales VALUES('FDW38', 'OUT010', 'Dairy', 55.5298);
INSERT INTO typeMrpSales VALUES('FDG46', 'OUT019', 'Snack Foods', 115.4518);
INSERT INTO typeMrpSales VALUES('NCJ05', 'OUT027', 'Health and Hygiene', 152.3682);
INSERT INTO typeMrpSales VALUES('FDU01', 'OUT019', 'Canned', 185.1924);
INSERT INTO typeMrpSales VALUES('FDY11', 'OUT017', 'Baking Goods', 66.6142);
INSERT INTO typeMrpSales VALUES('FDX60', 'OUT013', 'Baking Goods', 79.296);
INSERT INTO typeMrpSales VALUES('NCN29', 'OUT049', 'Health and Hygiene', 47.8034);
INSERT INTO typeMrpSales VALUES('FDT07', 'OUT049', 'Fruits and Vegetables', 256.633);
INSERT INTO typeMrpSales VALUES('FDI21', 'OUT018', 'Snack Foods', 61.9168);
INSERT INTO typeMrpSales VALUES('FDI41', 'OUT046', 'Frozen Foods', 148.0418);
INSERT INTO typeMrpSales VALUES('FDE10', 'OUT027', 'Snack Foods', 133.1626);
INSERT INTO typeMrpSales VALUES('FDQ28', 'OUT046', 'Frozen Foods', 153.5656);
INSERT INTO typeMrpSales VALUES('FDY32', 'OUT010', 'Fruits and Vegetables', 165.021);
INSERT INTO typeMrpSales VALUES('NCK05', 'OUT019', 'Health and Hygiene', 61.1536);
INSERT INTO typeMrpSales VALUES('FDH12', 'OUT045', 'Baking Goods', 107.128);
INSERT INTO typeMrpSales VALUES('FDJ27', 'OUT017', 'Meat', 103.8674);
INSERT INTO typeMrpSales VALUES('DRL35', 'OUT010', 'Hard Drinks', 43.377);
INSERT INTO typeMrpSales VALUES('NCY29', 'OUT017', 'Health and Hygiene', 55.093);
INSERT INTO typeMrpSales VALUES('FDC21', 'OUT017', 'Fruits and Vegetables', 110.1254);
INSERT INTO typeMrpSales VALUES('FDM33', 'OUT017', 'Snack Foods', 220.1798);
INSERT INTO typeMrpSales VALUES('DRJ39', 'OUT013', 'Dairy', 217.5482);
INSERT INTO typeMrpSales VALUES('FDB22', 'OUT010', 'Snack Foods', 151.9998);
INSERT INTO typeMrpSales VALUES('FDC32', 'OUT013', 'Fruits and Vegetables', 93.8462);
INSERT INTO typeMrpSales VALUES('FDD02', 'OUT046', 'Canned', 118.8124);
INSERT INTO typeMrpSales VALUES('FDL28', 'OUT035', 'Frozen Foods', 228.6668);
INSERT INTO typeMrpSales VALUES('FDL39', 'OUT049', 'Dairy', 179.4318);
INSERT INTO typeMrpSales VALUES('FDV37', 'OUT010', 'Canned', 196.2426);
INSERT INTO typeMrpSales VALUES('FDA28', 'OUT017', 'Frozen Foods', 126.5362);
INSERT INTO typeMrpSales VALUES('FDL04', 'OUT049', 'Frozen Foods', 105.5622);
INSERT INTO typeMrpSales VALUES('FDR10', 'OUT035', 'Snack Foods', 163.5552);
INSERT INTO typeMrpSales VALUES('FDA39', 'OUT017', 'Meat', 39.1822);
INSERT INTO typeMrpSales VALUES('FDR15', 'OUT035', 'Meat', 153.1314);
INSERT INTO typeMrpSales VALUES('FDQ40', 'OUT017', 'Frozen Foods', 175.0712);
INSERT INTO typeMrpSales VALUES('DRG23', 'OUT027', 'Hard Drinks', 151.2682);
INSERT INTO typeMrpSales VALUES('FDU36', 'OUT013', 'Baking Goods', 99.4384);
INSERT INTO typeMrpSales VALUES('FDF47', 'OUT046', 'Starchy Foods', 223.9746);
INSERT INTO typeMrpSales VALUES('FDH14', 'OUT046', 'Canned', 141.4838);
INSERT INTO typeMrpSales VALUES('FDO45', 'OUT018', 'Snack Foods', 86.3856);
INSERT INTO typeMrpSales VALUES('FDK60', 'OUT035', 'Baking Goods', 95.7068);
INSERT INTO typeMrpSales VALUES('FDS43', 'OUT017', 'Fruits and Vegetables', 185.924);
INSERT INTO typeMrpSales VALUES('FDN44', 'OUT049', 'Fruits and Vegetables', 160.292);
INSERT INTO typeMrpSales VALUES('FDS34', 'OUT049', 'Snack Foods', 113.9518);
INSERT INTO typeMrpSales VALUES('FDU20', 'OUT045', 'Fruits and Vegetables', 122.2098);
INSERT INTO typeMrpSales VALUES('FDP44', 'OUT013', 'Fruits and Vegetables', 101.4332);
INSERT INTO typeMrpSales VALUES('FDC02', 'OUT035', 'Canned', 258.5278);
INSERT INTO typeMrpSales VALUES('FDT56', 'OUT035', 'Fruits and Vegetables', 57.5246);
INSERT INTO typeMrpSales VALUES('NCA06', 'OUT013', 'Household', 34.919);
INSERT INTO typeMrpSales VALUES('FDE04', 'OUT013', 'Frozen Foods', 180.466);
INSERT INTO typeMrpSales VALUES('NCX06', 'OUT017', 'Household', 179.1976);
INSERT INTO typeMrpSales VALUES('FDX49', 'OUT017', 'Canned', 234.33);
INSERT INTO typeMrpSales VALUES('DRM59', 'OUT018', 'Hard Drinks', 154.1998);
INSERT INTO typeMrpSales VALUES('FDJ34', 'OUT049', 'Snack Foods', 126.0704);
INSERT INTO typeMrpSales VALUES('FDP60', 'OUT013', 'Baking Goods', 101.9016);
INSERT INTO typeMrpSales VALUES('FDI07', 'OUT046', 'Meat', 196.9426);
INSERT INTO typeMrpSales VALUES('FDV07', 'OUT027', 'Fruits and Vegetables', 111.0228);
INSERT INTO typeMrpSales VALUES('FDH41', 'OUT045', 'Frozen Foods', 214.1534);
INSERT INTO typeMrpSales VALUES('NCB31', 'OUT049', 'Household', 263.291);
INSERT INTO typeMrpSales VALUES('FDW34', 'OUT035', 'Snack Foods', 244.817);
INSERT INTO typeMrpSales VALUES('FDX45', 'OUT017', 'Snack Foods', 156.163);
INSERT INTO typeMrpSales VALUES('FDH14', 'OUT049', 'Canned', 141.3838);
INSERT INTO typeMrpSales VALUES('FDF26', 'OUT010', 'Canned', 154.5998);
INSERT INTO typeMrpSales VALUES('FDU24', 'OUT017', 'Baking Goods', 92.212);
INSERT INTO typeMrpSales VALUES('FDX11', 'OUT018', 'Baking Goods', 181.9634);
INSERT INTO typeMrpSales VALUES('FDF35', 'OUT035', 'Starchy Foods', 105.9938);
INSERT INTO typeMrpSales VALUES('NCC43', 'OUT018', 'Household', 251.3066);
INSERT INTO typeMrpSales VALUES('FDG29', 'OUT046', 'Frozen Foods', 42.5454);
INSERT INTO typeMrpSales VALUES('FDS44', 'OUT046', 'Fruits and Vegetables', 239.6538);
INSERT INTO typeMrpSales VALUES('FDZ10', 'OUT046', 'Snack Foods', 127.102);
INSERT INTO typeMrpSales VALUES('FDC52', 'OUT013', 'Dairy', 150.4708);
INSERT INTO typeMrpSales VALUES('DRL35', 'OUT035', 'Hard Drinks', 42.877);
INSERT INTO typeMrpSales VALUES('NCP55', 'OUT010', 'Others', 56.4614);
INSERT INTO typeMrpSales VALUES('FDV38', 'OUT027', 'Dairy', 55.0956);
INSERT INTO typeMrpSales VALUES('FDL44', 'OUT045', 'Fruits and Vegetables', 160.4894);
INSERT INTO typeMrpSales VALUES('FDZ47', 'OUT017', 'Baking Goods', 98.7042);
INSERT INTO typeMrpSales VALUES('FDT45', 'OUT046', 'Snack Foods', 53.3956);
INSERT INTO typeMrpSales VALUES('FDN23', 'OUT049', 'Breads', 145.7444);
INSERT INTO typeMrpSales VALUES('NCP43', 'OUT045', 'Others', 177.866);
INSERT INTO typeMrpSales VALUES('DRJ24', 'OUT019', 'Soft Drinks', 185.2924);
INSERT INTO typeMrpSales VALUES('FDA02', 'OUT027', 'Dairy', 143.5786);
INSERT INTO typeMrpSales VALUES('FDH33', 'OUT019', 'Snack Foods', 44.9428);
INSERT INTO typeMrpSales VALUES('FDF56', 'OUT017', 'Fruits and Vegetables', 181.2976);
INSERT INTO typeMrpSales VALUES('NCN26', 'OUT046', 'Household', 115.1808);
INSERT INTO typeMrpSales VALUES('FDD22', 'OUT049', 'Snack Foods', 113.7544);
INSERT INTO typeMrpSales VALUES('FDU15', 'OUT010', 'Meat', 37.9532);
INSERT INTO typeMrpSales VALUES('FDB41', 'OUT010', 'Frozen Foods', 46.8718);
INSERT INTO typeMrpSales VALUES('FDZ35', 'OUT017', 'Breads', 102.499);
INSERT INTO typeMrpSales VALUES('FDT60', 'OUT017', 'Baking Goods', 124.1388);
INSERT INTO typeMrpSales VALUES('FDE51', 'OUT035', 'Dairy', 43.8086);
INSERT INTO typeMrpSales VALUES('NCQ06', 'OUT035', 'Household', 254.5014);
INSERT INTO typeMrpSales VALUES('FDS28', 'OUT017', 'Frozen Foods', 58.5588);
INSERT INTO typeMrpSales VALUES('FDH32', 'OUT045', 'Fruits and Vegetables', 96.541);
INSERT INTO typeMrpSales VALUES('FDW37', 'OUT045', 'Canned', 89.7488);
INSERT INTO typeMrpSales VALUES('FDY33', 'OUT046', 'Snack Foods', 159.4262);
INSERT INTO typeMrpSales VALUES('FDF17', 'OUT017', 'Frozen Foods', 196.811);
INSERT INTO typeMrpSales VALUES('FDG56', 'OUT013', 'Fruits and Vegetables', 61.0536);
INSERT INTO typeMrpSales VALUES('NCB18', 'OUT013', 'Household', 88.8514);
INSERT INTO typeMrpSales VALUES('FDU14', 'OUT035', 'Dairy', 248.275);
INSERT INTO typeMrpSales VALUES('FDU22', 'OUT049', 'Snack Foods', 119.1124);
INSERT INTO typeMrpSales VALUES('NCV41', 'OUT013', 'Health and Hygiene', 109.8228);
INSERT INTO typeMrpSales VALUES('FDY52', 'OUT045', 'Frozen Foods', 63.2536);
INSERT INTO typeMrpSales VALUES('DRG48', 'OUT027', 'Soft Drinks', 143.9102);
INSERT INTO typeMrpSales VALUES('FDU01', 'OUT027', 'Canned', 184.7924);
INSERT INTO typeMrpSales VALUES('NCP53', 'OUT013', 'Health and Hygiene', 238.6906);
INSERT INTO typeMrpSales VALUES('FDC17', 'OUT049', 'Frozen Foods', 211.9928);
INSERT INTO typeMrpSales VALUES('NCZ30', 'OUT013', 'Household', 121.5098);
INSERT INTO typeMrpSales VALUES('FDK03', 'OUT046', 'Dairy', 255.6356);
INSERT INTO typeMrpSales VALUES('FDE08', 'OUT019', 'Fruits and Vegetables', 149.8734);
INSERT INTO typeMrpSales VALUES('NCM07', 'OUT027', 'Others', 83.9908);
INSERT INTO typeMrpSales VALUES('FDY35', 'OUT027', 'Breads', 47.7402);
INSERT INTO typeMrpSales VALUES('FDS28', 'OUT027', 'Frozen Foods', 59.2588);
INSERT INTO typeMrpSales VALUES('FDI56', 'OUT013', 'Fruits and Vegetables', 92.7146);
INSERT INTO typeMrpSales VALUES('FDR23', 'OUT019', 'Breads', 175.837);
INSERT INTO typeMrpSales VALUES('FDF29', 'OUT049', 'Frozen Foods', 130.531);
INSERT INTO typeMrpSales VALUES('FDA47', 'OUT027', 'Baking Goods', 164.121);
INSERT INTO typeMrpSales VALUES('FDI10', 'OUT013', 'Snack Foods', 172.9422);
INSERT INTO typeMrpSales VALUES('FDC45', 'OUT019', 'Fruits and Vegetables', 170.2106);
INSERT INTO typeMrpSales VALUES('FDA27', 'OUT017', 'Dairy', 257.2672);
INSERT INTO typeMrpSales VALUES('NCR41', 'OUT018', 'Health and Hygiene', 96.9094);
INSERT INTO typeMrpSales VALUES('FDR09', 'OUT018', 'Snack Foods', 258.4962);
INSERT INTO typeMrpSales VALUES('NCB06', 'OUT013', 'Health and Hygiene', 160.492);
INSERT INTO typeMrpSales VALUES('FDE53', 'OUT046', 'Frozen Foods', 106.428);
INSERT INTO typeMrpSales VALUES('DRE27', 'OUT010', 'Dairy', 99.6726);
INSERT INTO typeMrpSales VALUES('NCA06', 'OUT027', 'Household', 35.919);
INSERT INTO typeMrpSales VALUES('FDL56', 'OUT018', 'Fruits and Vegetables', 88.6198);
INSERT INTO typeMrpSales VALUES('FDT09', 'OUT035', 'Snack Foods', 131.7284);
INSERT INTO typeMrpSales VALUES('DRH03', 'OUT010', 'Dairy', 91.612);
INSERT INTO typeMrpSales VALUES('NCQ53', 'OUT018', 'Health and Hygiene', 237.059);
INSERT INTO typeMrpSales VALUES('NCT18', 'OUT046', 'Household', 179.6976);
INSERT INTO typeMrpSales VALUES('FDL43', 'OUT035', 'Meat', 76.467);
INSERT INTO typeMrpSales VALUES('FDJ53', 'OUT035', 'Frozen Foods', 119.2098);
INSERT INTO typeMrpSales VALUES('NCQ02', 'OUT035', 'Household', 186.9556);
INSERT INTO typeMrpSales VALUES('NCJ05', 'OUT046', 'Health and Hygiene', 153.6682);
INSERT INTO typeMrpSales VALUES('FDT40', 'OUT018', 'Frozen Foods', 127.1678);
INSERT INTO typeMrpSales VALUES('FDA48', 'OUT046', 'Baking Goods', 221.4114);
INSERT INTO typeMrpSales VALUES('FDV37', 'OUT049', 'Canned', 196.0426);
INSERT INTO typeMrpSales VALUES('FDX07', 'OUT045', 'Fruits and Vegetables', 181.695);
INSERT INTO typeMrpSales VALUES('DRG48', 'OUT045', 'Soft Drinks', 146.3102);
INSERT INTO typeMrpSales VALUES('FDF44', 'OUT035', 'Fruits and Vegetables', 130.9968);
INSERT INTO typeMrpSales VALUES('FDS24', 'OUT046', 'Baking Goods', 88.1514);
INSERT INTO typeMrpSales VALUES('NCQ50', 'OUT049', 'Household', 215.7218);
INSERT INTO typeMrpSales VALUES('FDT25', 'OUT013', 'Canned', 123.4072);
INSERT INTO typeMrpSales VALUES('FDO03', 'OUT045', 'Meat', 230.5352);
INSERT INTO typeMrpSales VALUES('FDJ55', 'OUT046', 'Meat', 223.5404);
INSERT INTO typeMrpSales VALUES('FDM36', 'OUT013', 'Baking Goods', 170.4422);
INSERT INTO typeMrpSales VALUES('FDM21', 'OUT017', 'Snack Foods', 258.0646);
INSERT INTO typeMrpSales VALUES('FDK58', 'OUT035', 'Snack Foods', 103.0016);
INSERT INTO typeMrpSales VALUES('FDD26', 'OUT010', 'Canned', 186.5924);
INSERT INTO typeMrpSales VALUES('FDW57', 'OUT045', 'Snack Foods', 177.3028);
INSERT INTO typeMrpSales VALUES('FDT32', 'OUT010', 'Fruits and Vegetables', 188.8214);
INSERT INTO typeMrpSales VALUES('FDT25', 'OUT045', 'Canned', 121.7072);
INSERT INTO typeMrpSales VALUES('NCB19', 'OUT046', 'Household', 84.6882);
INSERT INTO typeMrpSales VALUES('FDD05', 'OUT019', 'Frozen Foods', 122.0098);
INSERT INTO typeMrpSales VALUES('NCE54', 'OUT027', 'Household', 77.0354);
INSERT INTO typeMrpSales VALUES('FDO39', 'OUT049', 'Meat', 182.8608);
INSERT INTO typeMrpSales VALUES('NCV06', 'OUT045', 'Household', 192.2478);
INSERT INTO typeMrpSales VALUES('DRB13', 'OUT010', 'Soft Drinks', 189.053);
INSERT INTO typeMrpSales VALUES('FDX51', 'OUT010', 'Meat', 194.2452);
INSERT INTO typeMrpSales VALUES('FDC38', 'OUT045', 'Canned', 134.2942);
INSERT INTO typeMrpSales VALUES('FDD04', 'OUT046', 'Dairy', 143.2154);
INSERT INTO typeMrpSales VALUES('FDC05', 'OUT018', 'Frozen Foods', 198.7768);
INSERT INTO typeMrpSales VALUES('DRJ59', 'OUT027', 'Hard Drinks', 39.0164);
INSERT INTO typeMrpSales VALUES('FDL22', 'OUT017', 'Snack Foods', 90.6488);
INSERT INTO typeMrpSales VALUES('DRH13', 'OUT019', 'Soft Drinks', 107.628);
INSERT INTO typeMrpSales VALUES('FDV22', 'OUT010', 'Snack Foods', 157.563);
INSERT INTO typeMrpSales VALUES('FDP07', 'OUT045', 'Fruits and Vegetables', 197.211);
INSERT INTO typeMrpSales VALUES('FDK27', 'OUT049', 'Meat', 119.1756);
INSERT INTO typeMrpSales VALUES('FDP31', 'OUT017', 'Fruits and Vegetables', 64.9168);
INSERT INTO typeMrpSales VALUES('NCI54', 'OUT010', 'Household', 110.7912);
INSERT INTO typeMrpSales VALUES('DRK35', 'OUT027', 'Hard Drinks', 37.7506);
INSERT INTO typeMrpSales VALUES('NCO07', 'OUT049', 'Others', 213.256);
INSERT INTO typeMrpSales VALUES('FDN31', 'OUT013', 'Fruits and Vegetables', 191.253);
INSERT INTO typeMrpSales VALUES('NCO02', 'OUT035', 'Others', 66.8142);
INSERT INTO typeMrpSales VALUES('FDQ26', 'OUT045', 'Dairy', 57.2562);
INSERT INTO typeMrpSales VALUES('FDQ07', 'OUT046', 'Fruits and Vegetables', 221.8456);
INSERT INTO typeMrpSales VALUES('FDB49', 'OUT049', 'Baking Goods', 98.2384);
INSERT INTO typeMrpSales VALUES('FDY44', 'OUT049', 'Fruits and Vegetables', 196.411);
INSERT INTO typeMrpSales VALUES('NCI54', 'OUT027', 'Household', 107.3912);
INSERT INTO typeMrpSales VALUES('FDV44', 'OUT046', 'Fruits and Vegetables', 190.1188);
INSERT INTO typeMrpSales VALUES('FDI48', 'OUT049', 'Baking Goods', 53.0666);
INSERT INTO typeMrpSales VALUES('NCL05', 'OUT035', 'Health and Hygiene', 42.277);
INSERT INTO typeMrpSales VALUES('FDT32', 'OUT049', 'Fruits and Vegetables', 189.6214);
INSERT INTO typeMrpSales VALUES('FDM10', 'OUT049', 'Snack Foods', 212.9218);
INSERT INTO typeMrpSales VALUES('FDS21', 'OUT049', 'Snack Foods', 63.5194);
INSERT INTO typeMrpSales VALUES('FDD11', 'OUT045', 'Starchy Foods', 251.704);
INSERT INTO typeMrpSales VALUES('FDL04', 'OUT027', 'Frozen Foods', 106.7622);
INSERT INTO typeMrpSales VALUES('FDO58', 'OUT018', 'Snack Foods', 163.7526);
INSERT INTO typeMrpSales VALUES('FDQ08', 'OUT017', 'Fruits and Vegetables', 60.5536);
INSERT INTO typeMrpSales VALUES('FDT28', 'OUT046', 'Frozen Foods', 151.3708);
INSERT INTO typeMrpSales VALUES('FDT22', 'OUT018', 'Snack Foods', 59.022);
INSERT INTO typeMrpSales VALUES('FDB58', 'OUT035', 'Snack Foods', 143.7154);
INSERT INTO typeMrpSales VALUES('FDN45', 'OUT046', 'Snack Foods', 224.8088);
INSERT INTO typeMrpSales VALUES('FDZ45', 'OUT013', 'Snack Foods', 198.9084);
INSERT INTO typeMrpSales VALUES('FDJ38', 'OUT046', 'Canned', 188.753);
INSERT INTO typeMrpSales VALUES('NCT06', 'OUT045', 'Household', 166.4842);
INSERT INTO typeMrpSales VALUES('FDU21', 'OUT027', 'Snack Foods', 32.8558);
INSERT INTO typeMrpSales VALUES('NCP30', 'OUT049', 'Household', 38.9822);
INSERT INTO typeMrpSales VALUES('FDR27', 'OUT049', 'Meat', 134.4942);
INSERT INTO typeMrpSales VALUES('FDW39', 'OUT017', 'Meat', 176.937);
INSERT INTO typeMrpSales VALUES('DRZ24', 'OUT027', 'Soft Drinks', 121.044);
INSERT INTO typeMrpSales VALUES('FDK21', 'OUT013', 'Snack Foods', 250.7408);
INSERT INTO typeMrpSales VALUES('FDJ04', 'OUT046', 'Frozen Foods', 118.5124);
INSERT INTO typeMrpSales VALUES('FDZ13', 'OUT017', 'Canned', 50.835);
INSERT INTO typeMrpSales VALUES('FDS16', 'OUT017', 'Frozen Foods', 144.676);
INSERT INTO typeMrpSales VALUES('FDD56', 'OUT010', 'Fruits and Vegetables', 175.8054);
INSERT INTO typeMrpSales VALUES('FDI57', 'OUT046', 'Seafood', 197.2768);
INSERT INTO typeMrpSales VALUES('FDQ12', 'OUT027', 'Baking Goods', 231.601);
INSERT INTO typeMrpSales VALUES('FDI56', 'OUT046', 'Fruits and Vegetables', 91.3146);
INSERT INTO typeMrpSales VALUES('NCT42', 'OUT045', 'Household', 148.4392);
INSERT INTO typeMrpSales VALUES('FDM25', 'OUT035', 'Breakfast', 174.7712);
INSERT INTO typeMrpSales VALUES('DRB25', 'OUT027', 'Soft Drinks', 106.0938);
INSERT INTO typeMrpSales VALUES('NCY30', 'OUT046', 'Household', 179.5976);
INSERT INTO typeMrpSales VALUES('FDD44', 'OUT017', 'Fruits and Vegetables', 257.0646);
INSERT INTO typeMrpSales VALUES('FDK45', 'OUT035', 'Seafood', 112.186);
INSERT INTO typeMrpSales VALUES('FDN45', 'OUT045', 'Snack Foods', 222.6088);
INSERT INTO typeMrpSales VALUES('FDQ09', 'OUT035', 'Snack Foods', 115.8834);
INSERT INTO typeMrpSales VALUES('FDC17', 'OUT035', 'Frozen Foods', 209.9928);
INSERT INTO typeMrpSales VALUES('FDD45', 'OUT013', 'Fruits and Vegetables', 94.1436);
INSERT INTO typeMrpSales VALUES('FDD41', 'OUT046', 'Frozen Foods', 105.0306);
INSERT INTO typeMrpSales VALUES('FDU46', 'OUT046', 'Snack Foods', 87.254);
INSERT INTO typeMrpSales VALUES('FDO45', 'OUT017', 'Snack Foods', 89.4856);
