INSERT INTO fatSales VALUES('FDA15', 'OUT049', 'Low Fat', 3735.138);
INSERT INTO fatSales VALUES('FDR46', 'OUT046', 'Low Fat', 2929.52);
INSERT INTO fatSales VALUES('FDE50', 'OUT027', 'Regular', 2253.0672);
INSERT INTO fatSales VALUES('FDL52', 'OUT010', 'Regular', 75.9012);
INSERT INTO fatSales VALUES('FDQ49', 'OUT013', 'Regular', 2190.482);
INSERT INTO fatSales VALUES('FDI14', 'OUT045', 'Low Fat', 1693.7952);
INSERT INTO fatSales VALUES('FDS16', 'OUT013', 'Regular', 3661.9);
INSERT INTO fatSales VALUES('FDU15', 'OUT049', 'Regular', 862.8768);
INSERT INTO fatSales VALUES('NCG43', 'OUT027', 'Low Fat', 1850.924);
INSERT INTO fatSales VALUES('FDR23', 'OUT027', 'Low Fat', 6351.732);
INSERT INTO fatSales VALUES('FDS52', 'OUT027', 'Low Fat', 3542.056);
INSERT INTO fatSales VALUES('NCP18', 'OUT018', 'Low Fat', 3611.2992);
INSERT INTO fatSales VALUES('DRF23', 'OUT027', 'Low Fat', 7152.0236);
INSERT INTO fatSales VALUES('FDO09', 'OUT045', 'Regular', 6048.793);
INSERT INTO fatSales VALUES('FDB40', 'OUT045', 'Regular', 2187.153);
INSERT INTO fatSales VALUES('DRK37', 'OUT019', 'Low Fat', 759.012);
INSERT INTO fatSales VALUES('DRN11', 'OUT046', 'Low Fat', 1451.444);
INSERT INTO fatSales VALUES('FDE22', 'OUT045', 'Low Fat', 958.752);
INSERT INTO fatSales VALUES('FDF04', 'OUT035', 'Low Fat', 1808.3128);
INSERT INTO fatSales VALUES('FDE41', 'OUT017', 'Regular', 1099.2358);
INSERT INTO fatSales VALUES('FDW08', 'OUT027', 'Low Fat', 1810.976);
INSERT INTO fatSales VALUES('NCD54', 'OUT035', 'Low Fat', 2311.6576);
INSERT INTO fatSales VALUES('FDZ33', 'OUT018', 'Low Fat', 1330.2684);
INSERT INTO fatSales VALUES('FDO23', 'OUT035', 'Low Fat', 1418.154);
INSERT INTO fatSales VALUES('FDN34', 'OUT035', 'Regular', 2874.9244);
INSERT INTO fatSales VALUES('FDL39', 'OUT013', 'Regular', 2345.6134);
INSERT INTO fatSales VALUES('FDT28', 'OUT049', 'Low Fat', 3912.2408);
INSERT INTO fatSales VALUES('FDH33', 'OUT018', 'Low Fat', 1274.3412);
INSERT INTO fatSales VALUES('FDA34', 'OUT017', 'Low Fat', 5712.564);
INSERT INTO fatSales VALUES('FDZ56', 'OUT035', 'Low Fat', 5390.3168);
INSERT INTO fatSales VALUES('DRH23', 'OUT017', 'Low Fat', 1160.4894);
INSERT INTO fatSales VALUES('NCO18', 'OUT035', 'Low Fat', 5510.8266);
INSERT INTO fatSales VALUES('DRG27', 'OUT018', 'Low Fat', 568.5932);
INSERT INTO fatSales VALUES('FDM28', 'OUT010', 'Low Fat', 179.766);
INSERT INTO fatSales VALUES('NCY41', 'OUT010', 'Low Fat', 143.8128);
INSERT INTO fatSales VALUES('FDD21', 'OUT035', 'Regular', 2633.9048);
INSERT INTO fatSales VALUES('FDD44', 'OUT049', 'Regular', 6183.9504);
INSERT INTO fatSales VALUES('FDP16', 'OUT046', 'Low Fat', 2702.4822);
INSERT INTO fatSales VALUES('FDQ37', 'OUT046', 'Low Fat', 4843.695);
INSERT INTO fatSales VALUES('NCY05', 'OUT045', 'Low Fat', 952.7598);
INSERT INTO fatSales VALUES('NCE07', 'OUT035', 'Low Fat', 1985.4156);
INSERT INTO fatSales VALUES('DRI51', 'OUT035', 'Low Fat', 2061.3168);
INSERT INTO fatSales VALUES('NCI31', 'OUT045', 'Low Fat', 1025.332);
INSERT INTO fatSales VALUES('FDK60', 'OUT046', 'Regular', 3013.4108);
INSERT INTO fatSales VALUES('FDY12', 'OUT046', 'Regular', 809.6128);
INSERT INTO fatSales VALUES('FDO38', 'OUT049', 'Low Fat', 623.1888);
INSERT INTO fatSales VALUES('FDP11', 'OUT035', 'Low Fat', 1088.583);
INSERT INTO fatSales VALUES('FDC21', 'OUT019', 'Regular', 217.0508);
INSERT INTO fatSales VALUES('NCF54', 'OUT017', 'Low Fat', 2931.5174);
INSERT INTO fatSales VALUES('FDC35', 'OUT027', 'Low Fat', 4555.4036);
INSERT INTO fatSales VALUES('FDV43', 'OUT049', 'Low Fat', 490.6946);
INSERT INTO fatSales VALUES('DRE12', 'OUT049', 'Low Fat', 1584.604);
INSERT INTO fatSales VALUES('DRE27', 'OUT013', 'Low Fat', 782.9808);
INSERT INTO fatSales VALUES('DRC36', 'OUT027', 'Regular', 5778.4782);
INSERT INTO fatSales VALUES('FDZ38', 'OUT027', 'Low Fat', 5173.266);
INSERT INTO fatSales VALUES('NCW42', 'OUT017', 'Low Fat', 4420.912);
INSERT INTO fatSales VALUES('NCZ18', 'OUT045', 'Low Fat', 1522.0188);
INSERT INTO fatSales VALUES('FDL13', 'OUT019', 'Regular', 932.12);
INSERT INTO fatSales VALUES('NCN18', 'OUT018', 'Low Fat', 1006.6896);
INSERT INTO fatSales VALUES('FDI41', 'OUT017', 'Regular', 1765.7016);
INSERT INTO fatSales VALUES('FDV22', 'OUT013', 'Regular', 2503.408);
INSERT INTO fatSales VALUES('NCB43', 'OUT027', 'Low Fat', 7296.5022);
INSERT INTO fatSales VALUES('FDQ46', 'OUT035', 'Low Fat', 2684.5056);
INSERT INTO fatSales VALUES('FDC44', 'OUT049', 'Low Fat', 2163.1842);
INSERT INTO fatSales VALUES('FDB22', 'OUT035', 'Low Fat', 3383.5956);
INSERT INTO fatSales VALUES('FDV23', 'OUT045', 'Low Fat', 2241.0828);
INSERT INTO fatSales VALUES('FDK10', 'OUT027', 'Regular', 3415.554);
INSERT INTO fatSales VALUES('FDF05', 'OUT045', 'Low Fat', 5259.82);
INSERT INTO fatSales VALUES('FDL33', 'OUT046', 'Low Fat', 1957.452);
INSERT INTO fatSales VALUES('FDD20', 'OUT027', 'Low Fat', 5353.6978);
INSERT INTO fatSales VALUES('NCM54', 'OUT027', 'Low Fat', 4832.3764);
INSERT INTO fatSales VALUES('FDW48', 'OUT017', 'Low Fat', 1450.1124);
INSERT INTO fatSales VALUES('DRF36', 'OUT018', 'Low Fat', 5350.3688);
INSERT INTO fatSales VALUES('NCM06', 'OUT045', 'Low Fat', 2934.8464);
INSERT INTO fatSales VALUES('NCA54', 'OUT010', 'Low Fat', 360.8636);
INSERT INTO fatSales VALUES('FDT46', 'OUT045', 'Low Fat', 708.4112);
INSERT INTO fatSales VALUES('FDH20', 'OUT035', 'Regular', 2220.443);
INSERT INTO fatSales VALUES('FDT38', 'OUT045', 'Low Fat', 1606.5754);
INSERT INTO fatSales VALUES('NCI17', 'OUT045', 'Low Fat', 868.869);
INSERT INTO fatSales VALUES('FDO40', 'OUT017', 'Low Fat', 2237.088);
INSERT INTO fatSales VALUES('FDP12', 'OUT046', 'Regular', 705.748);
INSERT INTO fatSales VALUES('FDI44', 'OUT027', 'Low Fat', 1544.656);
INSERT INTO fatSales VALUES('FDB21', 'OUT027', 'Low Fat', 6767.1912);
INSERT INTO fatSales VALUES('FDG16', 'OUT013', 'Low Fat', 1078.596);
INSERT INTO fatSales VALUES('NCZ42', 'OUT017', 'Low Fat', 4029.4216);
INSERT INTO fatSales VALUES('NCJ30', 'OUT017', 'Low Fat', 1018.674);
INSERT INTO fatSales VALUES('FDV49', 'OUT046', 'Low Fat', 3700.5164);
INSERT INTO fatSales VALUES('NCO43', 'OUT045', 'Low Fat', 2024.032);
INSERT INTO fatSales VALUES('NCF18', 'OUT010', 'Low Fat', 767.0016);
INSERT INTO fatSales VALUES('NCX41', 'OUT010', 'Low Fat', 1482.0708);
INSERT INTO fatSales VALUES('FDY11', 'OUT013', 'Regular', 593.2278);
INSERT INTO fatSales VALUES('FDU46', 'OUT049', 'Regular', 1125.202);
INSERT INTO fatSales VALUES('NCI18', 'OUT049', 'Low Fat', 1570.6222);
INSERT INTO fatSales VALUES('FDL38', 'OUT035', 'Regular', 2141.2128);
INSERT INTO fatSales VALUES('FDY60', 'OUT017', 'Regular', 2157.192);
INSERT INTO fatSales VALUES('FDF53', 'OUT049', 'Regular', 3428.2042);
INSERT INTO fatSales VALUES('NCM05', 'OUT027', 'Low Fat', 6872.3876);
INSERT INTO fatSales VALUES('FDR13', 'OUT018', 'Regular', 1506.0396);
INSERT INTO fatSales VALUES('FDA49', 'OUT019', 'Low Fat', 174.4396);
INSERT INTO fatSales VALUES('FDY52', 'OUT019', 'Low Fat', 122.5072);
INSERT INTO fatSales VALUES('FDL02', 'OUT019', 'Regular', 211.7244);
INSERT INTO fatSales VALUES('FDO24', 'OUT013', 'Low Fat', 1901.5248);
INSERT INTO fatSales VALUES('FDM08', 'OUT035', 'Regular', 2684.5056);
INSERT INTO fatSales VALUES('FDJ02', 'OUT019', 'Regular', 294.2836);
INSERT INTO fatSales VALUES('FDW40', 'OUT018', 'Regular', 1139.8496);
INSERT INTO fatSales VALUES('FDT46', 'OUT027', 'Low Fat', 1012.016);
INSERT INTO fatSales VALUES('FDY08', 'OUT017', 'Regular', 1966.7732);
INSERT INTO fatSales VALUES('FDM21', 'OUT027', 'Low Fat', 7472.2734);
INSERT INTO fatSales VALUES('FDH26', 'OUT027', 'Regular', 2399.5432);
INSERT INTO fatSales VALUES('NCM42', 'OUT049', 'Low Fat', 1637.868);
INSERT INTO fatSales VALUES('FDW13', 'OUT035', 'Low Fat', 1350.2424);
INSERT INTO fatSales VALUES('FDN04', 'OUT027', 'Regular', 3747.1224);
INSERT INTO fatSales VALUES('NCD07', 'OUT046', 'Low Fat', 1593.9252);
INSERT INTO fatSales VALUES('FDB34', 'OUT010', 'Low Fat', 261.6594);
INSERT INTO fatSales VALUES('FDD09', 'OUT013', 'Low Fat', 4889.6352);
INSERT INTO fatSales VALUES('DRH59', 'OUT049', 'Low Fat', 805.618);
INSERT INTO fatSales VALUES('DRN36', 'OUT035', 'Low Fat', 1438.128);
INSERT INTO fatSales VALUES('DRA24', 'OUT017', 'Regular', 1146.5076);
INSERT INTO fatSales VALUES('FDY36', 'OUT027', 'Low Fat', 1171.808);
INSERT INTO fatSales VALUES('FDG34', 'OUT013', 'Regular', 3038.7112);
INSERT INTO fatSales VALUES('FDK43', 'OUT017', 'Low Fat', 2277.036);
INSERT INTO fatSales VALUES('NCM06', 'OUT017', 'Low Fat', 2008.0528);
INSERT INTO fatSales VALUES('FDK22', 'OUT018', 'Low Fat', 649.155);
INSERT INTO fatSales VALUES('FDF21', 'OUT027', 'Regular', 4364.319);
INSERT INTO fatSales VALUES('FDO33', 'OUT018', 'Low Fat', 1821.6288);
INSERT INTO fatSales VALUES('NCO43', 'OUT017', 'Low Fat', 708.4112);
INSERT INTO fatSales VALUES('FDX15', 'OUT035', 'Low Fat', 3048.6982);
INSERT INTO fatSales VALUES('FDS10', 'OUT046', 'Low Fat', 1443.4544);
INSERT INTO fatSales VALUES('FDD46', 'OUT019', 'Low Fat', 153.7998);
INSERT INTO fatSales VALUES('FDV22', 'OUT018', 'Regular', 3129.26);
INSERT INTO fatSales VALUES('NCR29', 'OUT018', 'Low Fat', 509.337);
INSERT INTO fatSales VALUES('FDU34', 'OUT017', 'Low Fat', 3486.1288);
INSERT INTO fatSales VALUES('FDZ35', 'OUT018', 'Regular', 1341.587);
INSERT INTO fatSales VALUES('FDA26', 'OUT035', 'Regular', 4819.0604);
INSERT INTO fatSales VALUES('FDP38', 'OUT017', 'Low Fat', 759.012);
INSERT INTO fatSales VALUES('FDT22', 'OUT035', 'Low Fat', 659.142);
INSERT INTO fatSales VALUES('FDA50', 'OUT017', 'Low Fat', 1737.738);
INSERT INTO fatSales VALUES('FDY10', 'OUT046', 'Low Fat', 2519.3872);
INSERT INTO fatSales VALUES('FDC09', 'OUT045', 'Regular', 1537.998);
INSERT INTO fatSales VALUES('FDT19', 'OUT018', 'Regular', 2250.404);
INSERT INTO fatSales VALUES('FDO34', 'OUT027', 'Low Fat', 5704.5744);
INSERT INTO fatSales VALUES('NCV54', 'OUT049', 'Low Fat', 2251.7356);
INSERT INTO fatSales VALUES('FDH57', 'OUT027', 'Low Fat', 5404.9644);
INSERT INTO fatSales VALUES('FDA28', 'OUT046', 'Regular', 2265.0516);
INSERT INTO fatSales VALUES('FDB05', 'OUT046', 'Low Fat', 990.7104);
INSERT INTO fatSales VALUES('FDK45', 'OUT019', 'Low Fat', 339.558);
INSERT INTO fatSales VALUES('DRH01', 'OUT019', 'Low Fat', 347.5476);
INSERT INTO fatSales VALUES('FDY52', 'OUT046', 'Low Fat', 796.2968);
INSERT INTO fatSales VALUES('FDR48', 'OUT035', 'Low Fat', 303.6048);
INSERT INTO fatSales VALUES('FDY15', 'OUT035', 'Regular', 2190.482);
INSERT INTO fatSales VALUES('FDM51', 'OUT049', 'Regular', 2444.8176);
INSERT INTO fatSales VALUES('FDR43', 'OUT046', 'Low Fat', 366.19);
INSERT INTO fatSales VALUES('FDW09', 'OUT013', 'Regular', 792.302);
INSERT INTO fatSales VALUES('FDV44', 'OUT049', 'Regular', 1713.7692);
INSERT INTO fatSales VALUES('DRH37', 'OUT019', 'Low Fat', 822.263);
INSERT INTO fatSales VALUES('FDZ47', 'OUT049', 'Regular', 1488.063);
INSERT INTO fatSales VALUES('NCP43', 'OUT046', 'Low Fat', 2336.958);
INSERT INTO fatSales VALUES('FDL26', 'OUT018', 'Low Fat', 778.986);
INSERT INTO fatSales VALUES('DRM35', 'OUT017', 'Low Fat', 1605.9096);
INSERT INTO fatSales VALUES('FDM39', 'OUT018', 'Low Fat', 2328.3026);
INSERT INTO fatSales VALUES('DRD15', 'OUT045', 'Low Fat', 3717.8272);
INSERT INTO fatSales VALUES('NCK06', 'OUT010', 'Low Fat', 121.1756);
INSERT INTO fatSales VALUES('FDV04', 'OUT045', 'Regular', 1571.288);
INSERT INTO fatSales VALUES('FDG46', 'OUT027', 'Regular', 5351.0346);
INSERT INTO fatSales VALUES('FDO19', 'OUT049', 'Regular', 1166.4816);
INSERT INTO fatSales VALUES('NCN05', 'OUT049', 'Low Fat', 3661.9);
INSERT INTO fatSales VALUES('DRA12', 'OUT045', 'Low Fat', 3829.0158);
INSERT INTO fatSales VALUES('FDJ02', 'OUT049', 'Regular', 1177.1344);
INSERT INTO fatSales VALUES('NCK17', 'OUT045', 'Low Fat', 519.324);
INSERT INTO fatSales VALUES('FDO58', 'OUT013', 'Low Fat', 1151.1682);
INSERT INTO fatSales VALUES('FDB22', 'OUT049', 'Low Fat', 3383.5956);
INSERT INTO fatSales VALUES('FDG33', 'OUT045', 'Regular', 2233.0932);
INSERT INTO fatSales VALUES('FDK58', 'OUT045', 'Regular', 2631.2416);
INSERT INTO fatSales VALUES('DRH49', 'OUT019', 'Low Fat', 165.1184);
INSERT INTO fatSales VALUES('FDT43', 'OUT046', 'Low Fat', 571.2564);
INSERT INTO fatSales VALUES('NCR38', 'OUT049', 'Low Fat', 6040.1376);
INSERT INTO fatSales VALUES('DRI39', 'OUT035', 'Low Fat', 1358.232);
INSERT INTO fatSales VALUES('NCZ05', 'OUT035', 'Low Fat', 1238.388);
INSERT INTO fatSales VALUES('FDU21', 'OUT013', 'Regular', 169.779);
INSERT INTO fatSales VALUES('NCP54', 'OUT049', 'Low Fat', 2832.979);
INSERT INTO fatSales VALUES('NCX29', 'OUT045', 'Low Fat', 2624.5836);
INSERT INTO fatSales VALUES('FDV01', 'OUT017', 'Regular', 3257.7594);
INSERT INTO fatSales VALUES('NCS17', 'OUT017', 'Low Fat', 1796.3284);
INSERT INTO fatSales VALUES('NCN07', 'OUT013', 'Low Fat', 1713.7692);
INSERT INTO fatSales VALUES('FDB14', 'OUT035', 'Regular', 2982.784);
INSERT INTO fatSales VALUES('NCJ18', 'OUT035', 'Low Fat', 1303.6364);
INSERT INTO fatSales VALUES('FDF57', 'OUT046', 'Regular', 2897.5616);
INSERT INTO fatSales VALUES('DRG01', 'OUT013', 'Low Fat', 918.804);
INSERT INTO fatSales VALUES('FDA02', 'OUT018', 'Regular', 866.8716);
INSERT INTO fatSales VALUES('DRJ37', 'OUT017', 'Low Fat', 2884.2456);
INSERT INTO fatSales VALUES('NCP55', 'OUT013', 'Low Fat', 221.0456);
INSERT INTO fatSales VALUES('FDW45', 'OUT027', 'Low Fat', 1618.5598);
INSERT INTO fatSales VALUES('FDK38', 'OUT045', 'Low Fat', 296.9468);
INSERT INTO fatSales VALUES('NCZ30', 'OUT010', 'Low Fat', 241.0196);
INSERT INTO fatSales VALUES('FDK08', 'OUT019', 'Regular', 202.4032);
INSERT INTO fatSales VALUES('DRY23', 'OUT035', 'Regular', 426.112);
INSERT INTO fatSales VALUES('FDT31', 'OUT046', 'Low Fat', 2647.2208);
INSERT INTO fatSales VALUES('FDU52', 'OUT018', 'Low Fat', 2503.408);
INSERT INTO fatSales VALUES('NCG19', 'OUT013', 'Low Fat', 2812.3392);
INSERT INTO fatSales VALUES('NCR30', 'OUT045', 'Low Fat', 372.848);
INSERT INTO fatSales VALUES('FDN23', 'OUT045', 'Regular', 2612.5992);
INSERT INTO fatSales VALUES('FDQ01', 'OUT045', 'Regular', 4845.0266);
INSERT INTO fatSales VALUES('FDO22', 'OUT010', 'Regular', 159.792);
INSERT INTO fatSales VALUES('DRE13', 'OUT045', 'Low Fat', 872.198);
INSERT INTO fatSales VALUES('FDL44', 'OUT035', 'Low Fat', 3235.788);
INSERT INTO fatSales VALUES('FDT34', 'OUT035', 'Low Fat', 841.5712);
INSERT INTO fatSales VALUES('DRM23', 'OUT035', 'Low Fat', 1379.5376);
INSERT INTO fatSales VALUES('FDF32', 'OUT045', 'Low Fat', 3559.3668);
INSERT INTO fatSales VALUES('NCE18', 'OUT045', 'Low Fat', 4244.475);
INSERT INTO fatSales VALUES('FDA51', 'OUT027', 'Regular', 3415.554);
INSERT INTO fatSales VALUES('DRZ24', 'OUT017', 'Low Fat', 3115.944);
INSERT INTO fatSales VALUES('FDT48', 'OUT049', 'Low Fat', 3769.7596);
INSERT INTO fatSales VALUES('DRG11', 'OUT046', 'Low Fat', 1186.4556);
INSERT INTO fatSales VALUES('FDE58', 'OUT049', 'Low Fat', 1540.6612);
INSERT INTO fatSales VALUES('DRA12', 'OUT013', 'Low Fat', 2552.6772);
INSERT INTO fatSales VALUES('FDP60', 'OUT017', 'Low Fat', 1619.2256);
INSERT INTO fatSales VALUES('FDT10', 'OUT045', 'Regular', 829.5868);
INSERT INTO fatSales VALUES('FDE05', 'OUT013', 'Regular', 1166.4816);
INSERT INTO fatSales VALUES('FDC32', 'OUT045', 'Low Fat', 1665.8316);
INSERT INTO fatSales VALUES('FDJ22', 'OUT017', 'Low Fat', 2876.256);
INSERT INTO fatSales VALUES('NCH18', 'OUT018', 'Low Fat', 2702.4822);
INSERT INTO fatSales VALUES('DRE37', 'OUT019', 'Low Fat', 189.0872);
INSERT INTO fatSales VALUES('DRC13', 'OUT035', 'Regular', 2956.152);
INSERT INTO fatSales VALUES('FDG47', 'OUT046', 'Low Fat', 8132.0812);
INSERT INTO fatSales VALUES('FDY55', 'OUT018', 'Low Fat', 1541.9928);
INSERT INTO fatSales VALUES('NCW29', 'OUT027', 'Low Fat', 3635.268);
INSERT INTO fatSales VALUES('NCT05', 'OUT045', 'Low Fat', 4346.3424);
INSERT INTO fatSales VALUES('FDN50', 'OUT049', 'Regular', 466.06);
INSERT INTO fatSales VALUES('FDU60', 'OUT010', 'Regular', 169.1132);
INSERT INTO fatSales VALUES('FDX02', 'OUT013', 'Low Fat', 5851.0504);
INSERT INTO fatSales VALUES('FDL34', 'OUT049', 'Low Fat', 2681.8424);
INSERT INTO fatSales VALUES('DRF27', 'OUT017', 'Low Fat', 3828.35);
INSERT INTO fatSales VALUES('FDZ35', 'OUT049', 'Regular', 2373.577);
INSERT INTO fatSales VALUES('DRF03', 'OUT027', 'Low Fat', 1096.5726);
INSERT INTO fatSales VALUES('NCO41', 'OUT027', 'Low Fat', 2167.8448);
INSERT INTO fatSales VALUES('FDQ59', 'OUT045', 'Regular', 1845.5976);
INSERT INTO fatSales VALUES('NCZ53', 'OUT018', 'Low Fat', 1884.214);
INSERT INTO fatSales VALUES('FDZ33', 'OUT019', 'Low Fat', 147.8076);
INSERT INTO fatSales VALUES('FDD34', 'OUT045', 'Low Fat', 3425.541);
INSERT INTO fatSales VALUES('NCM06', 'OUT049', 'Low Fat', 1853.5872);
INSERT INTO fatSales VALUES('FDY43', 'OUT018', 'Low Fat', 673.7896);
INSERT INTO fatSales VALUES('DRM23', 'OUT010', 'Low Fat', 172.4422);
INSERT INTO fatSales VALUES('FDT20', 'OUT049', 'Low Fat', 540.6296);
INSERT INTO fatSales VALUES('FDG46', 'OUT013', 'Regular', 2732.4432);
INSERT INTO fatSales VALUES('FDH10', 'OUT017', 'Low Fat', 1162.4868);
INSERT INTO fatSales VALUES('FDF24', 'OUT035', 'Regular', 1228.401);
INSERT INTO fatSales VALUES('FDG57', 'OUT046', 'Low Fat', 874.8612);
INSERT INTO fatSales VALUES('FDN44', 'OUT017', 'Low Fat', 1917.504);
INSERT INTO fatSales VALUES('FDD32', 'OUT013', 'Regular', 731.0484);
INSERT INTO fatSales VALUES('FDI04', 'OUT019', 'Regular', 790.9704);
INSERT INTO fatSales VALUES('FDA56', 'OUT046', 'Low Fat', 4264.449);
INSERT INTO fatSales VALUES('DRG51', 'OUT017', 'Low Fat', 1480.0734);
INSERT INTO fatSales VALUES('FDZ04', 'OUT017', 'Low Fat', 1581.275);
INSERT INTO fatSales VALUES('FDT13', 'OUT035', 'Low Fat', 3014.7424);
INSERT INTO fatSales VALUES('FDY56', 'OUT027', 'Regular', 4965.5364);
INSERT INTO fatSales VALUES('FDB51', 'OUT017', 'Low Fat', 438.0964);
INSERT INTO fatSales VALUES('NCY29', 'OUT013', 'Low Fat', 282.965);
INSERT INTO fatSales VALUES('FDL34', 'OUT045', 'Low Fat', 1834.9448);
INSERT INTO fatSales VALUES('NCQ38', 'OUT049', 'Low Fat', 1065.28);
INSERT INTO fatSales VALUES('NCR41', 'OUT027', 'Low Fat', 4189.2136);
INSERT INTO fatSales VALUES('FDY24', 'OUT010', 'Regular', 161.7894);
INSERT INTO fatSales VALUES('NCA42', 'OUT045', 'Low Fat', 3327.6684);
INSERT INTO fatSales VALUES('FDB11', 'OUT049', 'Low Fat', 2925.5252);
INSERT INTO fatSales VALUES('FDG26', 'OUT035', 'Low Fat', 5382.993);
INSERT INTO fatSales VALUES('FDH24', 'OUT035', 'Low Fat', 1571.288);
INSERT INTO fatSales VALUES('FDX44', 'OUT013', 'Low Fat', 1427.4752);
INSERT INTO fatSales VALUES('FDT52', 'OUT017', 'Regular', 2695.1584);
INSERT INTO fatSales VALUES('FDT04', 'OUT017', 'Low Fat', 314.2576);
INSERT INTO fatSales VALUES('FDO58', 'OUT046', 'Low Fat', 2960.1468);
INSERT INTO fatSales VALUES('FDR60', 'OUT046', 'Low Fat', 1158.492);
INSERT INTO fatSales VALUES('NCL54', 'OUT045', 'Low Fat', 3502.108);
INSERT INTO fatSales VALUES('FDW50', 'OUT013', 'Low Fat', 3008.0844);
INSERT INTO fatSales VALUES('FDK43', 'OUT019', 'Low Fat', 253.004);
INSERT INTO fatSales VALUES('FDQ32', 'OUT018', 'Regular', 866.8716);
INSERT INTO fatSales VALUES('FDE29', 'OUT046', 'Low Fat', 1151.1682);
INSERT INTO fatSales VALUES('NCN07', 'OUT045', 'Low Fat', 2768.3964);
INSERT INTO fatSales VALUES('FDB37', 'OUT013', 'Regular', 3364.9532);
INSERT INTO fatSales VALUES('FDD21', 'OUT049', 'Regular', 343.5528);
INSERT INTO fatSales VALUES('FDX16', 'OUT013', 'Low Fat', 2546.685);
INSERT INTO fatSales VALUES('FDN46', 'OUT049', 'Regular', 1127.8652);
INSERT INTO fatSales VALUES('FDV28', 'OUT010', 'Regular', 67.9116);
INSERT INTO fatSales VALUES('FDR48', 'OUT027', 'Low Fat', 4402.2696);
INSERT INTO fatSales VALUES('FDW37', 'OUT027', 'Low Fat', 1901.5248);
INSERT INTO fatSales VALUES('FDV40', 'OUT035', 'Low Fat', 739.038);
INSERT INTO fatSales VALUES('FDZ57', 'OUT018', 'Regular', 1413.4934);
INSERT INTO fatSales VALUES('FDY46', 'OUT049', 'Low Fat', 2993.4368);
INSERT INTO fatSales VALUES('FDX45', 'OUT049', 'Low Fat', 1721.093);
INSERT INTO fatSales VALUES('FDB33', 'OUT035', 'Low Fat', 2864.2716);
INSERT INTO fatSales VALUES('FDT58', 'OUT010', 'Low Fat', 503.3448);
INSERT INTO fatSales VALUES('FDM39', 'OUT049', 'Low Fat', 3582.004);
INSERT INTO fatSales VALUES('NCY41', 'OUT045', 'Low Fat', 575.2512);
INSERT INTO fatSales VALUES('NCL31', 'OUT046', 'Low Fat', 3149.234);
INSERT INTO fatSales VALUES('NCJ31', 'OUT046', 'Low Fat', 3374.2744);
INSERT INTO fatSales VALUES('FDO23', 'OUT019', 'Low Fat', 567.2616);
INSERT INTO fatSales VALUES('FDN56', 'OUT035', 'Regular', 288.9572);
INSERT INTO fatSales VALUES('FDF04', 'OUT013', 'Low Fat', 3358.2952);
INSERT INTO fatSales VALUES('FDJ44', 'OUT013', 'Regular', 3663.2316);
INSERT INTO fatSales VALUES('FDS50', 'OUT045', 'Low Fat', 5321.0736);
INSERT INTO fatSales VALUES('NCQ41', 'OUT027', 'Low Fat', 3511.4292);
INSERT INTO fatSales VALUES('FDA49', 'OUT046', 'Low Fat', 1744.396);
INSERT INTO fatSales VALUES('NCZ06', 'OUT017', 'Low Fat', 2536.698);
INSERT INTO fatSales VALUES('NCM43', 'OUT018', 'Low Fat', 1957.452);
INSERT INTO fatSales VALUES('FDH19', 'OUT013', 'Low Fat', 1911.5118);
INSERT INTO fatSales VALUES('FDS15', 'OUT049', 'Regular', 4098.6648);
INSERT INTO fatSales VALUES('FDO50', 'OUT018', 'Low Fat', 1653.8472);
INSERT INTO fatSales VALUES('FDJ20', 'OUT018', 'Regular', 1981.4208);
INSERT INTO fatSales VALUES('NCI31', 'OUT010', 'Low Fat', 146.476);
INSERT INTO fatSales VALUES('FDU20', 'OUT027', 'Regular', 3374.2744);
INSERT INTO fatSales VALUES('DRK13', 'OUT046', 'Low Fat', 2380.9008);
INSERT INTO fatSales VALUES('DRJ24', 'OUT045', 'Low Fat', 1850.924);
INSERT INTO fatSales VALUES('FDI20', 'OUT045', 'Low Fat', 5909.6408);
INSERT INTO fatSales VALUES('FDF10', 'OUT045', 'Regular', 2207.127);
INSERT INTO fatSales VALUES('FDQ45', 'OUT046', 'Regular', 2021.3688);
INSERT INTO fatSales VALUES('FDQ10', 'OUT035', 'Low Fat', 5345.7082);
INSERT INTO fatSales VALUES('FDM36', 'OUT035', 'Regular', 2931.5174);
INSERT INTO fatSales VALUES('FDN12', 'OUT018', 'Low Fat', 1454.1072);
INSERT INTO fatSales VALUES('FDD50', 'OUT013', 'Low Fat', 2874.9244);
INSERT INTO fatSales VALUES('FDG17', 'OUT049', 'Regular', 6353.0636);
INSERT INTO fatSales VALUES('FDY58', 'OUT049', 'Low Fat', 4567.388);
INSERT INTO fatSales VALUES('NCK29', 'OUT019', 'Low Fat', 369.519);
INSERT INTO fatSales VALUES('FDM32', 'OUT010', 'Low Fat', 89.883);
INSERT INTO fatSales VALUES('FDL46', 'OUT046', 'Low Fat', 2356.932);
INSERT INTO fatSales VALUES('FDC51', 'OUT049', 'Regular', 2463.46);
INSERT INTO fatSales VALUES('FDF16', 'OUT049', 'Low Fat', 1921.4988);
INSERT INTO fatSales VALUES('NCV54', 'OUT013', 'Low Fat', 1066.6116);
